pumaname,puma12ID,puma2kID,puma12name,pumaID,year,region,countyfip,puma,puma_str,puma_shcollege,puma_shnoncollege,puma_shpov_col,puma_shpov_noncol,puma_hhinc_col,puma_hhinc_noncol,puma_shmarr_noncol,puma_shcoh_noncol,puma_shunpmom_noncol,puma_shmarr_col,puma_shcoh_col,puma_shunpmom_col,puma_shpov_marr_col,puma_shpov_cohab_col,puma_shpov_unpmom_col,puma_shpov_marr_noncol,puma_shpov_cohab_noncol,puma_shpov_unpmom_noncol,puma_hhinc_marr_col,puma_hhinc_cohab_col,puma_hhinc_unpmom_col,puma_hhinc_marr_noncol,puma_hhinc_cohab_noncol,puma_hhinc_unpmom_noncol
South Central Iowa,1901800,1901300,South Central Iowa,1901800,2010,west north central div,0,1300,01300,26.433887,73.566116,.43296498,12.318822,82000,50000,71.830399,9.3985672,18.771036,92.051178,2.3428426,5.605979,.18014139,0,4.7653179,6.7163229,26.542091,26.636168,82000,32000,36610,60000,19800,23000
South Central Iowa,1901800,1901300,South Central Iowa,1901900,2010,west north central div,0,1300,01300,26.162878,73.83712,1.9394292,7.0564761,95000,55500,72.0131,10.24111,17.74579,91.285454,1.514134,7.2004104,0,0,26.934982,2.3635404,15.8591,21.020588,95000,67700,42500,65000,30000,18000
Woodbury & Plymouth Counties--Sioux City,1902000,1901000,Woodbury & Plymouth Counties--Sioux City,1902000,2010,west north central div,0,1000,01000,30.428457,69.571541,5.2512136,21.116976,80000,41400,67.641769,7.8851352,24.473097,84.916809,.3277325,14.755456,4.626554,,8.9627285,18.963219,10.994698,30.331152,94900,,64100,54000,33640,22000
South Central Iowa,1901800,1901000,South Central Iowa,1902100,2010,west north central div,0,1000,01000,22.485371,77.514633,.65420324,14.668759,101500,50200,65.163261,6.6598043,28.176937,89.836838,3.8110719,6.3520918,.6584788,0,.9862377,2.9866512,48.60643,33.663937,104800,22200,63300,65900,16700,22900
"Warren, Jasper, Marion, Dallas (West) & Madison Counties",1901400,1901700,"Warren, Jasper, Marion, Dallas (West) & Madison Counties",1902200,2010,west north central div,0,1700,01700,30.53405,69.46595,.65039307,11.716805,74200,49600,74.954544,11.259076,13.786379,91.397255,1.319636,7.2831059,.2165551,0,6.2125645,8.9891682,18.365959,21.116335,80000,50000,31000,55000,20000,23800
"Des Moines, Lee, Henry & Louisa Counties",1902300,1901800,"Des Moines, Lee, Henry & Louisa Counties",1902300,2010,west north central div,0,1800,01800,20.733671,79.266327,0,8.8605728,86000,39800,60.24007,11.985226,27.7747,85.343124,1.1296245,13.527252,0,0,0,4.6842427,11.309708,16.861702,90300,62600,55400,50500,28000,21500
Northwest Kansas,2000100,2001200,Northwest Kansas,2000100,2010,west north central div,0,1200,01200,42.874138,57.125862,9.2220488,13.268331,76000,49000,77.015831,8.8613615,14.122809,89.203522,3.0344911,7.7619872,10.338211,0,0,5.8633327,21.301485,48.60955,80000,20000,44000,54600,44800,22000
North Central Kansas--Salina City,2000200,2000400,North Central Kansas--Salina City,2000200,2010,west north central div,0,400,00400,26.548082,73.45192,3.3618743,19.312527,87000,45000,59.966343,9.0841742,30.949482,90.308067,.42282051,9.2691069,.48728734,5.7916121,31.257883,2.3517568,62.445854,39.514629,87000,88700,41000,60000,12250,20300
North Central Kansas--Salina City,2000200,2000400,North Central Kansas--Salina City,2000300,2010,west north central div,0,400,00400,28.329832,71.670166,5.1499586,16.013407,73200,49600,64.921524,7.4792666,27.599213,81.348595,1.1117592,17.53965,1.5743811,.00045613333,22.059832,2.9244902,27.325132,43.736984,83900,88700,41000,61070,58000,18100
Wyandotte County--Kansas City,2000500,2000500,Wyandotte County--Kansas City,2000400,2010,west north central div,209,500,00500,16.328218,83.671783,23.53754,32.173782,64100,30900,46.681648,11.047192,42.27116,62.075848,15.185015,22.739138,11.550829,89.484329,12.221472,16.848524,56.577164,42.720444,76000,11100,64100,44000,19800,20000
"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties",2000802,2000900,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties",2000501,2010,west north central div,0,900,00900,30.182734,69.817268,4.4865928,19.570393,95008,34800,48.088825,13.751396,38.159779,84.174004,.053057097,15.772939,2.2246246,,16.488831,7.5084658,33.992325,29.573652,102500,,9200,50000,29900,23200
"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties",2000802,2000400,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties",2000601,2010,west north central div,0,400,00400,32.02454,67.975464,3.2764375,16.083376,90300,43500,57.272522,11.9037,30.823776,88.142754,.50888085,11.348369,1.2908629,24.995235,17.724482,5.5016336,28.773169,30.844307,97000,80000,52000,55200,34000,24400
Douglas County--Lawrence City,2000700,2000700,Douglas County--Lawrence City,2000700,2010,west north central div,0,700,00700,46.212612,53.787388,2.0799377,21.604321,77000,49000,65.899849,11.382277,22.717876,92.634842,0,7.3651528,0,,28.240252,15.147223,40.597542,30.818901,80200,,45600,56500,32950,23500
"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities",2000601,2000601,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities",2000801,2010,west north central div,91,601,00601,50.284325,49.715675,1.5723182,5.9377875,96000,70000,70.143066,17.368708,12.488225,88.775902,2.1977444,9.0263557,1.7668889,0,.041509915,.74359393,12.219418,26.375669,97900,116600,80900,82000,54600,28400
"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities",2000602,2000601,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities",2000802,2010,west north central div,91,601,00601,57.532066,42.467934,3.3016868,9.3863811,111000,56300,58.294533,14.235799,27.469666,88.515816,1.2704017,10.213781,.60445637,0,27.087397,11.856836,6.8112569,5.4782505,120000,116600,67000,70000,56300,33500
Johnson County (Southeast)--Blue Valley Region,2000604,2000604,Johnson County (Southeast)--Blue Valley Region,2000803,2010,west north central div,91,604,00604,77.162804,22.837196,1.9562323,1.361172,145000,96400,77.275345,10.993194,11.731457,93.257317,1.9289201,4.8137655,.79806709,0,25.177305,0,0,11.602754,150000,70500,66300,110700,13700,50450
"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities",2000603,2000603,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities",2000804,2010,west north central div,91,603,00603,49.907703,50.092297,5.671422,17.550423,78800,61200,77.600014,9.1156797,13.284309,84.610664,3.1916494,12.197684,.00025459798,0,46.494122,12.570288,0,58.684856,86400,62400,40000,68020,63500,18000
Northeast Kansas,2000400,2000400,Northeast Kansas,2000900,2010,west north central div,0,400,00400,34.593021,65.406982,2.3925533,13.238502,88500,49400,66.282585,10.636959,23.08046,90.145653,1.9031061,7.9512434,.76385409,9.0920057,19.254116,4.7958174,24.259417,32.405098,90000,29000,55200,60400,39000,24400
East Central Kansas,2001400,2001500,East Central Kansas,2001000,2010,west north central div,0,1500,01500,30.448532,69.551468,1.5113964,16.416124,74050,43640,63.542358,12.82154,23.636097,84.59893,7.4465008,7.9545736,.3541452,0,15.233919,6.1558905,13.337358,45.669434,83000,56000,24300,49400,45000,18000
Flint Hills Region--Emporia City,2000900,2000300,Flint Hills Region--Emporia City,2001101,2010,west north central div,0,300,00300,26.230005,73.769997,1.158057,12.319358,78000,48000,67.220078,13.041295,19.73863,87.705795,5.4460926,6.8481131,.70107335,0,7.9317474,4.5463219,11.041058,39.635067,80100,29000,38000,51300,45000,24000
Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),2001302,2001401,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),2001201,2010,west north central div,0,1401,01401,38.357067,61.642933,3.6023049,18.598818,92300,51600,66.045334,3.7013311,30.253332,88.176125,1.3452502,10.478624,1.811916,0,19.130636,6.9287634,17.413441,44.220459,95000,122250,37000,59000,40000,20700
Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),2001302,2001300,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),2001301,2010,west north central div,0,1300,01300,37.094833,62.905167,2.6040931,11.05105,83200,46000,66.934166,6.9683723,26.097456,88.323189,1.6404929,10.036319,.0015225252,0,25.933296,2.2280514,26.475473,29.56155,90540,78000,40800,58520,42200,26500
Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities,2001304,2001300,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities,2001401,2010,west north central div,0,1300,01300,25.283068,74.716934,3.5400786,15.83275,80570,32000,61.284657,5.5552683,33.16008,86.92247,1.3683376,11.709198,.91588658,0,23.434288,5.0849013,20.803905,34.863533,83000,78000,40800,39700,46000,21300
Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),2001302,2001300,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),2001501,2010,west north central div,0,1300,01300,31.970533,68.029465,2.1581225,14.473766,90500,48000,65.610268,4.8695946,29.520136,89.389938,1.2616576,9.3484039,.63591057,0,17.004854,4.455884,9.2920599,37.593876,94000,161000,37000,58500,42800,23200
North Central Kansas--Salina City,2000200,2000400,North Central Kansas--Salina City,2001600,2010,west north central div,0,400,00400,23.347679,76.652321,13.736904,19.455116,88600,45790,60.492878,6.8435669,32.663555,79.530457,0,20.46954,2.6591852,,56.777252,8.6752634,30.397236,37.126835,88600,,8600,56000,24800,20000
South Central Kansas,2001100,2001100,South Central Kansas,2001701,2010,west north central div,0,1100,01100,23.089653,76.910347,.2723496,9.8014746,78100,50000,71.648529,8.5078211,19.843649,97.273804,1.4736059,1.252592,.27998248,0,0,4.7584834,4.3927608,30.328909,78100,29000,28900,55000,29800,27900
"Southwest Kansas--Dodge City, Garden City & Liberal City",2001200,2001200,"Southwest Kansas--Dodge City, Garden City & Liberal City",2001800,2010,west north central div,0,1200,01200,13.677067,86.322937,4.3183007,15.198499,84500,49996,66.595856,5.9811845,27.422958,90.196762,0,9.8032389,4.7876449,,0,10.932516,.83025831,28.692154,113000,,22000,54600,52600,31000
Purchase Area Development District,2100100,2100100,Purchase Area Development District,2100100,2010,east south central div,0,100,00100,23.881987,76.118011,2.4284282,12.428351,83000,47000,71.043617,5.5186639,23.437719,83.056702,2.807174,14.136126,2.9238198,0,0,3.0058541,36.858768,35.237103,85500,21500,39400,59000,18000,19500
Pennyrile Area Development District (North),2100200,2100200,Pennyrile Area Development District (North),2100200,2010,east south central div,0,200,00200,18.341995,81.658005,0,15.988779,82200,43800,63.863415,15.670514,20.46607,84.654175,0,15.34582,0,,0,3.69119,37.349396,38.007381,87600,,38000,53700,37200,21700
Pennyrile Area Development District (South),2100300,2100300,Pennyrile Area Development District (South),2100300,2010,east south central div,0,300,00300,14.076963,85.923035,0,25.147835,68000,36000,63.479256,3.6396973,32.881046,96.418579,0,3.5814214,0,,0,11.055748,0,55.137318,68000,,59500,47000,63000,13700
Barren River Area Development District (Outer),2100400,2100400,Barren River Area Development District (Outer),2100400,2010,east south central div,0,400,00400,19.350775,80.649223,0,21.448078,90000,47100,57.884884,11.039454,31.075663,88.136261,2.7824509,9.0812855,0,0,0,9.0551395,17.364904,45.983021,95000,33400,39700,52000,28800,16700
Barren River Area Development District (Central)--Warren County,2100500,2100400,Barren River Area Development District (Central)--Warren County,2100500,2010,east south central div,0,400,00400,27.772606,72.227394,0,31.668413,87000,47100,63.365017,5.0954642,31.539515,87.795937,1.3513514,10.852714,0,0,0,21.142965,0,57.931034,90000,55200,39700,62000,50000,14400
Lake Cumberland Area Development District (West),2100600,2101300,Lake Cumberland Area Development District (West),2100600,2010,east south central div,0,1300,01300,22.503201,77.496796,1.4379985,28.73983,70400,30000,62.993114,8.2239408,28.782944,85.864922,2.5557313,11.579347,.00080415665,0,12.412686,18.909504,27.246138,50.680851,75000,77000,59000,40600,24500,16400
Lake Cumberland Area Development District (East),2100700,2100600,Lake Cumberland Area Development District (East),2100700,2010,east south central div,0,600,00600,22.502346,77.49765,1.4375068,28.743032,70400,30000,62.99506,8.2236738,28.781265,85.866341,2.5567868,11.576868,0,0,12.417062,18.911537,27.237505,50.69191,75000,77000,59000,40600,24500,16400
Cumberland Valley Area Development District (North),2100800,2100700,Cumberland Valley Area Development District (North),2100800,2010,east south central div,0,700,00700,19.518545,80.481453,0,26.023043,82000,34150,56.836372,14.245984,28.917646,85.232857,11.256728,3.5104141,0,0,0,15.128819,57.808762,31.776253,104000,82000,44000,46000,13000,20200
Cumberland Valley Area Development District (South),2100900,2100800,Cumberland Valley Area Development District (South),2100900,2010,east south central div,0,800,00800,14.134831,85.865166,0,14.904475,98240,38200,72.607513,6.839396,20.553083,90.885002,0,9.1149969,0,,0,10.15259,0,36.651104,98500,,33100,42000,36000,20800
Big Sandy Area Development District,2101100,2101000,Big Sandy Area Development District,2101000,2010,east south central div,0,1000,01000,11.308833,88.69117,.01625455,26.315371,82000,28800,49.709766,14.229605,36.060627,86.13855,7.2241316,6.6373167,.018870238,0,0,12.000531,31.663456,43.938087,101000,54600,41500,59500,26000,20400
Kentucky River Area Development District,2101000,2100900,Kentucky River Area Development District,2101100,2010,east south central div,0,900,00900,15.134786,84.865211,5.2928729,31.190643,100000,25280,57.245255,12.703586,30.051159,83.515312,.0026404394,16.482048,6.3376079,,0,17.038067,10.279137,66.990227,100000,,50000,49000,25280,6460
Lincoln Trail Area Development District (West),2101300,2101300,Lincoln Trail Area Development District (West),2101200,2010,east south central div,0,1300,01300,19.332964,80.667038,6.436204,15.234884,82000,40000,72.158928,6.5842109,21.256861,90.609322,0,9.3906832,6.4942198,,5.8764195,10.743555,21.057604,28.677677,90500,,18000,50700,23000,24200
Lincoln Trail Area Development District (East),2101200,2101300,Lincoln Trail Area Development District (East),2101300,2010,east south central div,0,1300,01300,19.098282,80.901718,4.4932466,15.730545,89900,40000,71.122986,6.6663318,22.210682,86.708954,0,13.291047,4.2452354,,6.111239,10.94518,20.996466,29.473709,92200,,18000,50800,21800,19600
Green River Area Development District (Southwest),2101400,2101600,Green River Area Development District (Southwest),2101400,2010,east south central div,0,1600,01600,15.671764,84.328232,2.1745758,20.811844,80000,44300,64.245514,9.1216974,26.63279,91.304054,1.4070536,7.2888942,2.1418176,0,3.0047047,16.09576,26.580879,30.212425,82000,79250,45000,63510,23480,37000
Green River Area Development District (Northeast)--Daviess & Hancock Counties,2101500,2101600,Green River Area Development District (Northeast)--Daviess & Hancock Counties,2101500,2010,east south central div,0,1600,01600,21.716009,78.283989,1.089057,24.484451,102000,39800,59.426056,7.8953199,32.678623,93.090714,.095403649,6.8138824,.14243622,,14.036963,10.289983,35.555206,47.622334,105000,,40600,53600,32000,25000
KIPDA Area Development District (Southeast),2101600,2101800,KIPDA Area Development District (Southeast),2101600,2010,east south central div,0,1800,01800,31.754654,68.245346,1.6550955,13.120853,102600,56800,67.848282,11.318143,20.833574,89.319366,1.9030498,8.777585,1.8530085,0,0,5.9431195,26.580021,29.184549,103400,46000,61000,69000,49100,28000
KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest),2101701,2101705,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest),2101701,2010,east south central div,111,1705,01705,11.082408,88.917595,20.140448,40.682919,60000,20000,26.689651,13.388178,59.922173,50.696148,1.1149174,48.188934,1.6124414,27.406443,39.464333,10.82373,28.588837,56.684486,99000,103970,25700,47000,36000,14900
KIPDA Area Development District (West)--Louisville/Jefferson County (North Central),2101702,2101702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central),2101702,2010,east south central div,111,1702,01702,51.086586,48.913414,3.3494034,27.083158,91800,36200,35.924206,15.130408,48.945389,80.135429,2.4184661,17.446106,2.2832611,28.838951,4.7130413,2.3559651,40.946434,40.946518,99000,122000,71000,54000,23000,21200
KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast),2101703,2101703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast),2101703,2010,east south central div,111,1703,01703,47.01305,52.98695,3.4971566,7.8061452,123000,75000,80.39991,6.8421445,12.757945,89.317543,2.6822851,8.0001698,2.1287718,26.582279,11.034483,6.0418715,12.87837,16.20425,130000,45000,87000,85600,69600,30000
KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast),2101704,2101703,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast),2101704,2010,east south central div,111,1703,01703,47.01305,52.98695,3.4971566,7.8061452,123000,75000,80.39991,6.8421445,12.757945,89.317543,2.6822851,8.0001698,2.1287718,26.582277,11.034483,6.0418715,12.87837,16.20425,130000,45000,87000,85600,69600,30000
KIPDA Area Development District (West)--Louisville/Jefferson County (South Central),2101705,2101704,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central),2101705,2010,east south central div,111,1704,01704,23.914164,76.085838,9.4615936,12.32852,81000,40500,43.655235,19.142599,37.202168,80.430725,0,19.569275,11.763657,,0,2.6876163,27.652052,15.756914,85000,,50000,65700,41000,25000
KIPDA Area Development District (West)--Louisville/Jefferson County (North Central),2101702,2101702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central),2101706,2010,east south central div,111,1702,01702,20.328278,79.671722,2.9614513,23.972124,79000,37800,45.910221,15.729265,38.360512,77.074181,10.241874,12.683945,3.8047445,.0087878797,.22134629,20.392782,21.440001,29.294182,79000,103970,18000,49000,55100,20700
KIPDA Area Development District (Northeast),2101800,2101800,KIPDA Area Development District (Northeast),2101800,2010,east south central div,0,1800,01800,31.754654,68.245346,1.6550955,13.120853,102600,56800,67.848282,11.318143,20.833574,89.319366,1.9030498,8.777585,1.8530085,0,0,5.9431195,26.580021,29.184549,103400,46000,61000,69000,49100,28000
Bluegrass Area Development District (Central)--Lexington-Fayette County (Central),2101901,2101901,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central),2101901,2010,east south central div,67,1901,01901,33.531578,66.468422,0,35.567009,87000,20800,44.971794,18.109318,36.918888,75.689224,2.7761712,21.534605,0,0,0,16.955017,18.421053,66.649101,100000,29200,59000,35000,36800,18240
Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer),2101902,2101902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer),2101902,2010,east south central div,67,1902,01902,39.068661,60.931339,5.1812196,20.86013,99000,30000,56.239891,7.0901556,36.669956,87.613068,1.8583473,10.528584,3.2869782,0,21.858562,11.919461,0,38.605553,99000,103000,52000,52000,32900,20000
Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer),2101902,2101902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer),2101903,2010,east south central div,67,1902,01902,39.068661,60.931339,5.1812196,20.86013,99000,30000,56.239891,7.0901556,36.669956,87.613068,1.8583471,10.528584,3.2869787,0,21.858561,11.919461,0,38.605553,99000,103000,52000,51600,32900,20000
Bluegrass Area Development District (West),2102000,2101200,Bluegrass Area Development District (West),2102000,2010,east south central div,0,1200,01200,31.934729,68.065269,3.5611033,21.874645,95400,42000,62.693619,9.00984,28.296539,74.112144,7.571569,18.316282,1.159849,0,14.749251,13.369555,28.868814,38.491467,104000,119300,30800,53000,31000,19300
Bluegrass Area Development District (South),2102100,2101100,Bluegrass Area Development District (South),2102100,2010,east south central div,0,1100,01100,24.183846,75.816154,2.3381765,22.306192,93000,37600,59.082531,8.7623081,32.155155,83.259918,.62284803,16.117235,1.5192274,,6.6591396,14.548269,43.545132,30.773127,95000,,54000,48450,22700,17200
Bluegrass Area Development District (Southeast),2102200,2101100,Bluegrass Area Development District (Southeast),2102200,2010,east south central div,0,1100,01100,18.314896,81.685104,4.2544289,21.642586,76500,36300,59.507729,8.0158882,32.476387,93.276611,2.4689636,4.2544289,0,0,100,14.011667,46.234882,29.555086,76500,74400,10000,47400,25700,14600
Bluegrass Area Development District (Northeast),2102300,2102000,Bluegrass Area Development District (Northeast),2102300,2010,east south central div,0,2000,02000,33.353943,66.646057,5.3042011,20.854816,99000,43200,66.143021,8.4706831,25.386297,71.967995,13.427676,14.604328,0,0,36.319378,12.016346,17.392635,45.038338,102000,119300,20500,54700,34200,14600
Northern Kentucky Area Development District (North Central)--Kenton County,2102400,2102400,Northern Kentucky Area Development District (North Central)--Kenton County,2102400,2010,east south central div,117,2400,02400,26.566637,73.433365,.00368408,21.629646,101600,47900,63.249485,11.722822,25.027695,89.896019,1.7158581,8.3881235,.0014288169,0,.028607473,13.495246,18.654581,43.580238,102500,60000,68200,55000,60600,20300
Northern Kentucky Area Development District (North Central)--Kenton County,2102400,2102400,Northern Kentucky Area Development District (North Central)--Kenton County,2102500,2010,east south central div,117,2400,02400,28.058475,71.941528,3.0883474,13.89405,101000,62000,74.070877,6.3157978,19.613323,95.547401,.011975617,4.4406219,1.1269256,,45.299946,2.6226141,42.629589,47.208004,101000,,23200,68200,39000,19000
Northern Kentucky Area Development District (Northwest)--Boone County,2102500,2102500,Northern Kentucky Area Development District (Northwest)--Boone County,2102600,2010,east south central div,0,2500,02500,29.80426,70.19574,4.0278764,12.506766,100000,50000,68.945007,6.6679425,24.387051,89.9543,0,10.0457,3.692764,,7.0286407,4.6270175,44.513966,26.032269,100000,,53500,64800,37300,26000
Buffalo Trace & Gateway Area Development Districts,2102700,2102100,Buffalo Trace & Gateway Area Development Districts,2102700,2010,east south central div,0,2100,02100,21.571388,78.428612,6.3805485,28.316875,87000,30000,67.109512,8.0386,24.851885,88.674934,0,11.325065,0,,56.340057,19.241573,20.714684,55.282646,92400,,9500,41000,21000,13900
FIVCO Area Development District,2102800,2102200,FIVCO Area Development District,2102800,2010,east south central div,0,2200,02200,12.235973,87.764023,0,20.973959,95500,46400,63.904297,4.6864719,31.409231,86.109238,2.7309508,11.159811,0,0,0,6.9731517,25.376129,48.802753,99400,37600,40700,60000,22200,16000
Coordinating & Development Corporation 1--Shreveport City (North),2200100,2200200,Coordinating & Development Corporation 1--Shreveport City (North),2200101,2010,west south central div,0,200,00200,11.654218,88.345779,0,39.593964,79000,24300,32.26823,7.8707361,59.861034,67.684135,0,32.315865,0,,0,9.8336868,58.695457,53.124779,85000,,40000,60000,12000,20000
Coordinating & Development Corporation 2--Shreveport City (South),2200101,2200102,Coordinating & Development Corporation 2--Shreveport City (South),2200102,2010,west south central div,17,102,00102,26.590401,73.409599,13.101484,13.547267,90000,57000,40.59293,23.966988,35.440083,70.289314,2.2635286,27.447159,0,0,47.733479,4.8421617,6.5700045,28.236557,150900,80200,20000,78000,57000,22400
Coordinating & Development Corporation 1--Shreveport City (North),2200100,2200200,Coordinating & Development Corporation 1--Shreveport City (North),2200200,2010,west south central div,0,200,00200,13.769676,86.230324,.0017955414,23.214554,100000,48000,62.143429,15.22091,22.635664,92.18074,.00031021365,7.8189483,0,,.022963975,10.425653,40.374226,46.786217,101400,,52300,59600,23000,15400
North Delta Regional Planning & Development District 2--Northeast Louisiana,2200500,2200500,North Delta Regional Planning & Development District 2--Northeast Louisiana,2200300,2010,west south central div,0,500,00500,17.884848,82.11515,1.9555197,29.627621,88000,25000,42.55471,6.124917,51.32037,72.072937,.31607676,27.610987,.54265016,,4.5218377,10.794716,41.862652,43.783604,100600,,47000,55700,24000,16000
North Delta Regional Planning & Development District 2--Northeast Louisiana,2200500,2200500,North Delta Regional Planning & Development District 2--Northeast Louisiana,2200400,2010,west south central div,0,500,00500,21.279297,78.720703,4.2846174,18.500849,95000,36000,42.846291,9.9529371,47.200768,85.911201,1.6283966,12.460402,1.5706639,0,23.556551,2.2313042,28.652023,31.128942,95000,54400,48000,52200,33000,20120
North Delta Regional Planning & Development District 1--Ouachita Parish,2200400,2200400,North Delta Regional Planning & Development District 1--Ouachita Parish,2200500,2010,west south central div,73,400,00400,12.327829,87.672173,.004218726,20.330597,97000,39700,51.530354,7.1526437,41.317005,85.927727,1.0429317,13.029346,.0027436991,.025632575,.012232368,6.1365037,12.951715,39.310802,98000,46700,36900,48800,45100,15000
Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes,2200700,2200800,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes,2200600,2010,west south central div,0,800,00800,20.99699,79.003006,4.102272,13.334934,71300,44300,57.877415,5.4954538,36.627136,85.900719,3.2931759,10.806106,4.7755971,0,0,1.0320605,7.6412268,33.629944,77100,70000,55200,57600,47200,16500
Coordinating & Development Corporation 4--Northwest Louisiana,2200300,2200300,Coordinating & Development Corporation 4--Northwest Louisiana,2200700,2010,west south central div,0,300,00300,17.526474,82.473526,.00017037569,19.497234,87000,42600,61.108433,4.1162825,34.77528,89.524208,.000027522225,10.475763,.000038062484,,.0010383809,11.171394,20.581045,33.999428,91000,,49000,50000,50000,19000
Imperial Calcasieu Regional Planning & Development District 1 (North),2200800,2200800,Imperial Calcasieu Regional Planning & Development District 1 (North),2200801,2010,west south central div,0,800,00800,15.688914,84.311089,0,18.139343,88600,48000,63.016846,8.4948759,28.488281,89.769264,0,10.230737,0,,0,8.3729715,28.810957,36.560665,97300,,70000,60900,49000,19400
Imperial Calcasieu Regional Planning & Development District 1 (North),2200800,2200900,Imperial Calcasieu Regional Planning & Development District 1 (North),2200901,2010,west south central div,19,900,00900,16.293913,83.706085,0,19.442795,94800,48000,60.581352,8.6200285,30.79862,89.69767,.002748485,10.299581,0,,0,8.1222754,31.50841,38.333466,101500,,70000,64000,50000,19400
Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,2201000,2201200,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,2201000,2010,west south central div,0,1200,01200,13.751981,86.248016,0,17.999878,83000,43000,61.498875,8.9826899,29.518435,92.057793,.00077241805,7.9414344,0,,0,7.1766696,3.5795338,44.937241,83000,,59000,68000,16000,27000
Imperial Calcasieu Regional Planning & Development District 2 (South),2200900,2200800,Imperial Calcasieu Regional Planning & Development District 2 (South),2201100,2010,west south central div,0,800,00800,16.725815,83.274185,0,13.664206,103800,48400,62.561489,12.863132,24.57538,84.543571,6.0603075,9.396121,0,0,0,4.2411184,5.0611515,42.15551,109000,140050,52010,69000,40000,14800
Acadiana Regional Development District 3--Lafayette Parish (North),2201200,2201100,Acadiana Regional Development District 3--Lafayette Parish (North),2201201,2010,west south central div,0,1100,01100,29.615351,70.384651,0,12.445859,110000,46040,56.359035,11.040889,32.600075,74.714966,7.5316563,17.753378,0,0,0,1.5306619,.18197024,35.469551,125000,68600,43000,69000,44000,17800
Acadiana Regional Development District 4--Lafayette Parish (South),2201201,2201100,Acadiana Regional Development District 4--Lafayette Parish (South),2201202,2010,west south central div,0,1100,01100,34.092411,65.907593,0,12.01513,110000,48000,52.460712,13.268931,34.270359,71.451736,8.0195198,20.528742,0,0,0,1.3597256,.048627432,32.959553,130010,68600,43000,69000,44000,18000
"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",2201300,2202500,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",2201300,2010,west south central div,0,2500,02500,15.220044,84.779953,0,15.685068,92750,41600,53.115791,16.754606,30.129606,69.262627,5.3020039,25.435364,0,0,0,8.6066828,20.022289,25.751764,101000,87000,41000,66000,31600,17000
Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),2201400,2201402,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),2201400,2010,west south central div,0,1402,01402,21.618696,78.381302,.64748913,15.942658,96000,42000,41.844604,4.1163268,54.039066,82.29538,1.0067894,16.69783,.78678674,0,0,6.599565,7.4230986,23.826351,106000,23000,80000,65000,30000,31800
Capital Region Planning Commission 4--East Baton Rouge Parish (North),2201502,2201401,Capital Region Planning Commission 4--East Baton Rouge Parish (North),2201501,2010,west south central div,0,1401,01401,24.111418,75.88858,2.1562622,18.873743,62800,37700,47.198349,10.733117,42.068535,60.649689,1.2141151,38.136196,1.0392303,0,4.0013747,11.713223,.017236723,31.718353,78000,48000,62800,50800,53000,25000
