pumaname,puma12ID,puma2kID,puma12name,pumaID,year,region,countyfip,puma,puma_str,puma_shcollege,puma_shnoncollege,puma_shpov_col,puma_shpov_noncol,puma_hhinc_col,puma_hhinc_noncol,puma_shmarr_noncol,puma_shcoh_noncol,puma_shunpmom_noncol,puma_shmarr_col,puma_shcoh_col,puma_shunpmom_col,puma_shpov_marr_col,puma_shpov_cohab_col,puma_shpov_unpmom_col,puma_shpov_marr_noncol,puma_shpov_cohab_noncol,puma_shpov_unpmom_noncol,puma_hhinc_marr_col,puma_hhinc_cohab_col,puma_hhinc_unpmom_col,puma_hhinc_marr_noncol,puma_hhinc_cohab_noncol,puma_hhinc_unpmom_noncol
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",0100100,0100700,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",0100100,2010,east south central div,0,700,00700,18.659882,81.340118,.9244864,25.975571,92000,35000,57.688923,4.5814042,37.729671,90.799202,0,9.2007971,1.0181658,,0,9.4561453,14.024936,52.685017,93000,,25000,52000,34000,14500
Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),0100200,0100300,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),0100200,2010,east south central div,0,300,00300,37.352051,62.647949,2.8872347,15.239292,116400,55000,70.096428,7.6895995,22.213974,87.22113,0,12.778866,3.1668816,,.97852576,6.2063756,54.177635,30.263842,123000,,63600,70630,22500,25000
Morgan & Lawrence Counties--Decatur City,0100600,0100600,Morgan & Lawrence Counties--Decatur City,0100300,2010,east south central div,0,600,00600,18.308609,81.691391,6.2105775,10.577063,96000,56400,69.414238,5.2885313,25.29723,89.600517,2.5553937,7.844089,1.2635379,0,64.742264,4.4908619,4.1124058,28.628742,101500,91200,15000,60760,31400,16600
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),0100500,0100200,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),0100401,2010,east south central div,0,200,00200,33.568424,66.43158,2.7113326,15.95903,116200,48800,69.574196,6.7404566,23.68535,87.271645,0,12.728355,2.9195516,,1.2836846,6.1491055,48.721416,35.45142,118320,,63600,63000,22500,25000
Huntsville (North) & Madison (East) Cities,0100301,0100300,Huntsville (North) & Madison (East) Cities,0100402,2010,east south central div,0,300,00300,39.614147,60.385853,2.8021629,19.154001,113000,46000,60.297649,10.201282,29.501068,86.900093,0,13.099906,1.9447021,,8.4902515,6.5415373,34.930443,39.477402,116400,,52000,70630,25200,17000
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),0100500,0100300,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),0100403,2010,east south central div,0,300,00300,43.300636,56.699364,2.6619551,26.807594,92000,29800,41.256126,14.983983,43.759888,86.413811,0,13.586189,.049590897,,19.277679,7.6370239,15.450909,48.769989,92000,,47900,68000,36500,8600
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),0100500,0100300,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),0100501,2010,east south central div,0,300,00300,18.535351,81.464645,1.3028402,18.159035,92000,40000,67.976501,3.8407602,28.182734,87.675896,0,12.324104,.94875979,,3.8218324,5.9687099,15.332908,47.947136,100000,,40000,45000,26600,15000
DeKalb & Jackson Counties,0100400,0100400,DeKalb & Jackson Counties,0100600,2010,east south central div,0,400,00400,14.601882,85.398117,.57242411,29.537428,90600,32000,72.181793,1.2979275,26.520275,79.044304,.94574422,20.009956,.72418135,,0,18.293835,9.1803274,61.136074,90600,,43000,41000,106000,22000
Etowah County,0100900,0101000,Etowah County,0100700,2010,east south central div,55,1000,01000,16.41333,83.58667,4.1449823,18.925299,70000,35000,64.229027,4.3536701,31.417307,85.117165,2.8758523,12.006981,.97970271,100,3.6248474,6.8598413,9.8811512,44.845016,70000,150050,66000,42000,35000,16000
Calhoun County,0101100,0101100,Calhoun County,0100800,2010,east south central div,0,1100,01100,15.232966,84.767036,0,27.326918,83000,35400,56.173355,2.3159232,41.510727,62.071777,11.745514,26.182709,0,0,0,13.299121,0,47.834274,100000,83000,56400,62000,72000,13000
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",0101304,0100904,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",0100900,2010,east south central div,73,904,00904,13.762856,86.237144,1.5553677,18.954212,83000,42000,70.061783,8.0295715,21.908642,86.914619,3.7869823,9.2983942,0,0,16.727274,12.350291,15.120968,41.477833,83000,61530,37500,45530,39500,31300
"Walker, Marion (South & West), Fayette & Lamar Counties",0101400,0100700,"Walker, Marion (South & West), Fayette & Lamar Counties",0101000,2010,east south central div,0,700,00700,13.018112,86.981888,.20773916,19.205946,84110,39500,67.736885,3.8482118,28.414907,87.513039,.3587684,12.128188,.069004394,,1.2149491,7.1993971,7.1411567,49.461685,91200,,40000,45000,27100,15000
"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",0101700,0101500,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",0101100,2010,east south central div,0,1500,01500,16.003523,83.996475,6.8708768,30.689869,86400,24700,42.833435,7.6962709,49.470295,81.260567,5.4602265,13.279207,3.9115078,1.9116966,27.019543,11.222652,33.884541,47.048386,92000,95000,24000,47000,31000,15100
Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West),0101500,0101400,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West),0101201,2010,east south central div,125,1400,01400,26.50803,73.491974,7.5598011,24.166363,95000,41900,59.931038,7.8119121,32.257046,86.287567,.98247409,12.729959,3.1811395,53.435116,33.699139,6.3258901,46.189545,51.979042,107000,11200,50000,60800,22200,16000
Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West),0101500,0101400,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West),0101202,2010,east south central div,125,1400,01400,30.130886,69.86911,8.3021851,23.219198,95000,45000,61.276848,6.991416,31.731737,87.208267,1.0789546,11.712773,3.4566493,53.435116,40.22242,3.9013569,60.050507,52.408688,107000,11200,50000,64000,30000,17000
"Walker, Marion (South & West), Fayette & Lamar Counties",0101400,0100800,"Walker, Marion (South & West), Fayette & Lamar Counties",0101301,2010,east south central div,0,800,00800,14.690967,85.309036,.95835197,23.359909,81600,37800,58.080219,6.8148794,35.1049,77.369873,1.1080871,21.522038,0,0,4.4528866,11.149476,13.565419,45.463173,96000,61530,51200,53000,34000,20700
"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",0101305,0100905,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",0101401,2010,east south central div,73,905,00905,39.56295,60.43705,8.4346199,24.222803,88000,32000,44.839294,10.385862,44.774845,81.172516,0,18.827484,5.6185632,,20.575724,19.19227,37.473999,26.186863,105000,,78300,65900,41000,17700
St. Clair & Blount Counties,0100800,0100800,St. Clair & Blount Counties,0101402,2010,east south central div,0,800,00800,17.277126,82.72287,1.0472512,24.065304,80000,38100,50.396496,3.240247,46.363255,71.829414,.011856859,28.15873,0,,3.7190995,6.8726487,3.6549017,44.180035,105000,,51200,75200,35000,24100
Birmingham City (East),0101302,0100904,Birmingham City (East),0101403,2010,east south central div,73,904,00904,11.299639,88.700363,10.166908,33.338528,93900,21400,32.650261,4.5083761,62.841362,74.947838,1.41298,23.639183,5.9596138,0,24.113806,14.510615,50.524723,41.887905,132000,33500,79200,30900,13100,17500
Birmingham City (East),0101302,0100903,Birmingham City (East),0101404,2010,east south central div,73,903,00903,55.497635,44.502365,1.5828265,19.348291,118300,36400,65.086594,2.9783435,31.935057,95.42717,.001555366,4.5712752,.65067422,,21.04241,12.024844,38.997696,32.441601,118800,,38500,41000,22000,31400
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",0101303,0100901,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",0101501,2010,east south central div,73,901,00901,47.334141,52.665859,4.8433671,20.522781,93000,54000,70.024956,6.8455114,23.129536,80.841446,0,19.15855,2.3227539,,15.479348,8.8196383,40.049793,50.174896,97500,,60000,74900,24800,16900
Shelby County,0101200,0101300,Shelby County,0101502,2010,east south central div,117,1300,01300,36.945713,63.054287,4.0793324,21.09733,89100,41100,63.402557,8.9328871,27.664555,80.238724,0,19.761276,1.9694753,,12.6462,11.755832,20.077082,42.835926,94000,,59500,65200,30000,14000
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",0101000,0101100,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",0101600,2010,east south central div,0,1100,01100,13.730754,86.269249,7.7977529,16.230909,110000,32000,56.643658,8.9810085,34.375336,85.078651,0,14.921348,6.0221868,,17.921688,6.7058153,23.855038,29.93445,112000,,44000,44600,27000,20600
"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",0101700,0102100,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",0101700,2010,east south central div,0,2100,02100,24.574154,75.425842,4.1499019,25.26325,89000,34500,49.176323,7.237339,43.586338,81.170013,4.3819022,14.448087,2.3328919,0,15.616552,12.416651,31.472851,38.726357,89000,95000,50000,60100,29350,19900
"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",0102100,0101900,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",0101801,2010,east south central div,0,1900,01900,27.58057,72.419434,6.4529853,29.771782,107000,29000,36.281376,11.26543,52.453197,74.728134,6.1179075,19.153959,.1368178,0,33.156292,9.4348602,52.964828,38.857441,117900,57400,50400,74000,25000,20100
"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",0102100,0102000,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",0101802,2010,east south central div,0,2000,02000,27.768579,72.231422,6.2507377,29.193068,106900,32000,37.522896,11.100387,51.376717,75.096458,5.9601154,18.943422,.19673908,0,32.216949,9.7038088,52.116924,38.474117,116400,57400,50400,72000,25000,20100
"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",0102100,0102000,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",0101901,2010,east south central div,0,2000,02000,31.768387,68.231613,2.5151794,16.12545,89000,55000,65.557014,7.3736181,27.069366,81.899582,3.0456617,15.054755,1.2065877,0,10.142903,13.064812,22.865276,21.701838,89400,130000,85600,65000,29350,33900
"Russell, Pike, Barbour, Macon & Bullock Counties",0102400,0101700,"Russell, Pike, Barbour, Macon & Bullock Counties",0102000,2010,east south central div,81,1700,01700,18.299557,81.700439,0,22.169395,71400,31200,51.728134,10.569315,37.702553,80.048454,.56110597,19.390438,0,,0,14.850979,10.653153,35.438702,75000,,49000,44000,34500,15000
Lee County--Auburn City,0101900,0101800,Lee County--Auburn City,0102101,2010,east south central div,0,1800,01800,35.237797,64.762207,0,25.268442,89600,37200,52.193386,5.1529703,42.653645,92.780647,1.5569218,5.6624355,0,0,0,8.611599,0,48.70335,90000,47000,42700,59750,25600,15200
"Russell, Pike, Barbour, Macon & Bullock Counties",0102400,0101700,"Russell, Pike, Barbour, Macon & Bullock Counties",0102201,2010,east south central div,81,1700,01700,27.199455,72.800545,0,24.057199,89600,33300,44.187874,6.7426748,49.06945,89.762695,1.739429,8.49788,0,0,0,8.3390512,26.467684,37.880428,92400,98000,40100,48000,47400,16000
"Houston, Dale, Geneva & Henry Counties--Dothan City",0102500,0102600,"Houston, Dale, Geneva & Henry Counties--Dothan City",0102300,2010,east south central div,0,2600,02600,17.870804,82.129196,8.7277565,21.543406,86000,35700,54.446613,8.4769526,37.076435,81.347504,1.921913,16.730589,.86837316,0,47.94426,12.62402,10.147155,37.24707,96000,38500,24600,49100,49000,18300
"Coffee, Covington, Butler & Crenshaw Counties",0102300,0101800,"Coffee, Covington, Butler & Crenshaw Counties",0102400,2010,east south central div,0,1800,01800,22.171677,77.828323,5.2527218,23.25153,84000,35000,50.881268,8.5192585,40.599476,80.745064,5.037641,14.217297,1.6657706,0,27.485497,12.241796,12.387207,39.329201,100000,38500,24600,48100,48000,18000
"Coffee, Covington, Butler & Crenshaw Counties",0102300,0101800,"Coffee, Covington, Butler & Crenshaw Counties",0102500,2010,east south central div,0,1800,01800,24.407446,75.592552,1.7531263,24.32453,84000,32400,43.683014,8.1175823,48.199402,82.884201,5.0118508,12.103951,1.2707629,0,5.7821164,10.228604,24.075218,37.141624,96000,38500,31400,45000,47400,18300
Southwest Alabama,0102200,0102100,Southwest Alabama,0102600,2010,east south central div,0,2100,02100,11.774075,88.225922,.64935064,29.525185,93800,27000,49.409641,5.3547573,45.2356,88.798698,1.948052,9.2532473,0,0,7.0175433,8.6670561,0,55.803001,99500,8000,63000,52000,28000,16100
Baldwin County,0102600,0102400,Baldwin County,0102701,2010,east south central div,3,2400,02400,27.134186,72.865814,1.9895288,23.403049,125000,43000,59.241402,13.321517,27.437078,83.522133,0,16.477867,0,,12.073945,14.672091,21.447578,43.204136,140000,,50000,45000,42000,20000
Baldwin County,0102600,0102400,Baldwin County,0102702,2010,east south central div,3,2400,02400,27.134186,72.865814,1.9895289,23.403049,125000,43000,59.241402,13.321517,27.437078,83.522133,0,16.477867,0,,12.073946,14.672091,21.447578,43.204136,140000,,50000,45000,42000,20000
"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",0102703,0102200,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",0102801,2010,east south central div,97,2200,02200,17.018213,82.981789,.027084263,16.326178,97500,53000,65.650055,5.2792521,29.070694,71.528473,2.8365769,25.634947,.037865009,0,0,10.535916,19.905558,28.752249,103000,36800,44400,61000,49900,25000
"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",0102703,0102300,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",0102802,2010,east south central div,97,2300,02300,20.276522,79.72348,.77906901,21.798422,87600,45100,55.148487,6.8131456,38.038364,70.844826,1.9029571,27.252213,1.0996836,0,0,14.150699,15.846938,33.952171,103000,36800,36000,53000,43600,24000
Mobile City (West),0102702,0102200,Mobile City (West),0102803,2010,east south central div,97,2200,02200,23.712152,76.287849,1.3481396,28.074768,84300,33000,43.103802,8.5724335,48.323765,70.327477,1.1964326,28.476089,1.9169457,0,0,20.465258,12.980199,37.540009,111500,65000,36000,46500,38200,20000
Matanuska-Susitna & Kenai Peninsula Boroughs,0200200,0200200,Matanuska-Susitna & Kenai Peninsula Boroughs,0200101,2010,pacific division,0,200,00200,29.537313,70.462685,3.3879075,10.143209,121000,55900,65.339539,8.0936937,26.566765,88.45182,.82188648,10.726295,.0008913363,.04931137,31.57394,5.7781568,4.0378895,22.738834,125000,126800,78600,59000,64600,27100
Anchorage Municipality (South),0200102,0200102,Anchorage Municipality (South),0200102,2010,pacific division,20,102,00102,27.570837,72.429161,.72366881,8.9198198,127730,72600,59.175213,9.6917839,31.133007,87.980476,6.5306134,5.4889154,0,0,13.184185,2.0530908,4.5282898,23.338659,127730,62000,97000,87300,60600,32100
Matanuska-Susitna & Kenai Peninsula Boroughs,0200200,0200200,Matanuska-Susitna & Kenai Peninsula Boroughs,0200200,2010,pacific division,0,200,00200,21.221846,78.778152,9.7083044,9.081665,78600,62000,67.720795,13.602235,18.676971,84.308556,5.9598556,9.7315874,3.736424,27.170818,50.750584,3.8097599,28.239283,14.244771,80100,121300,10300,74600,45600,29300
Subsistence Alaska,0200400,0200300,Subsistence Alaska,0200300,2010,pacific division,0,300,00300,27.044872,72.955124,.018119704,9.9478245,106700,70000,76.644524,3.1599457,20.195536,99.03846,.020383868,.94115734,.017779199,,.040915072,2.4930422,1.6450332,39.538754,106700,,139200,74200,70700,34500
"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",0200300,0200300,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",0200400,2010,pacific division,0,300,00300,11.748667,88.251335,5.3287172,19.619843,126100,56600,55.176483,21.061243,23.76227,89.400169,6.1133137,4.486516,5.9605227,0,0,10.469759,26.987434,34.336399,142630,118840,50800,63900,49600,49510
Maricopa County--Mesa City (East),0400101,0400122,Maricopa County--Mesa City (East),0400101,2010,mountain division,13,122,00122,21.193417,78.80658,10.960472,15.495896,77000,57000,72.903465,7.2743893,19.822145,73.791054,7.360281,18.848669,5.7264552,52.61095,15.187001,7.7555799,27.516529,39.552483,87000,30000,65000,61000,40000,27000
Maricopa County--Mesa City (North Central),0400102,0400115,Maricopa County--Mesa City (North Central),0400102,2010,mountain division,13,115,00115,19.693708,80.30629,1.1064562,25.976191,72500,48000,71.079826,7.7806621,21.139509,78.391907,8.8509359,12.757158,1.4114418,0,0,14.261657,62.768299,51.823521,77000,79000,50000,58000,19000,26060
Maricopa County--Mesa City (West),0400103,0400114,Maricopa County--Mesa City (West),0400103,2010,mountain division,13,114,00114,6.8817167,93.118286,6.9861369,36.911301,76000,30850,61.989666,11.007106,27.003231,93.140724,1.6235409,5.2357359,7.3814087,,2.1208074,27.575851,53.542866,51.562733,80000,,60200,39000,30850,26800
Maricopa County--Mesa City (South Central),0400104,0400122,Maricopa County--Mesa City (South Central),0400104,2010,mountain division,13,122,00122,18.827398,81.1726,9.9110994,20.019339,76000,52000,70.934959,7.9733863,21.091656,75.163383,7.1988888,17.637728,5.4390683,46.506813,14.032066,11.282764,36.714138,43.090759,85000,43900,65000,60000,30850,26800
Maricopa County--Gilbert (South) & Queen Creek Towns,0400100,0400120,Maricopa County--Gilbert (South) & Queen Creek Towns,0400105,2010,mountain division,13,120,00120,39.095329,60.904671,4.7599277,8.7218904,105031,75100,82.314827,5.4268298,12.258346,89.670029,4.4442816,5.8856931,4.9264541,0,5.8170719,6.1721649,2.3223958,28.676394,108000,111700,70000,83200,94000,45000
Maricopa County--Gilbert Town (North),0400105,0400121,Maricopa County--Gilbert Town (North),0400106,2010,mountain division,13,121,00121,35.415768,64.584229,4.9206495,15.685518,118004,53000,61.911522,8.6044312,29.484045,89.845718,3.0834775,7.0708075,4.0271196,0,18.420176,12.486451,.044558052,26.967577,120000,129100,44600,64000,53000,39000
Maricopa County--Chandler City (South),0400107,0400120,Maricopa County--Chandler City (South),0400107,2010,mountain division,13,120,00120,35.293114,64.706886,4.9265842,15.904002,119000,53000,61.27137,8.7041283,30.024498,89.852203,3.0332303,7.1145668,3.9939795,0,18.805161,12.752602,0,26.945686,120000,129100,44600,64000,53000,39000
Phoenix City--Ahwatukee & South Mountain,0400120,0400119,Phoenix City--Ahwatukee & South Mountain,0400108,2010,mountain division,13,119,00119,30.945755,69.054245,5.5325871,29.546246,105100,38400,56.443863,8.0073509,35.548786,88.457405,3.5889902,7.9536042,5.1118159,0,12.708792,19.649656,16.529308,48.191971,113370,91900,63000,49350,38000,25000
Phoenix City (South),0400119,0400118,Phoenix City (South),0400109,2010,mountain division,13,118,00118,27.663315,72.336685,6.1208987,38.707294,101300,30500,53.217781,7.5312548,39.250965,87.140884,4.1247072,8.7344065,6.2308254,.013232588,7.9084525,24.996836,29.306952,59.100086,101300,43000,65000,37700,30000,15000
Phoenix City (East),0400117,0400117,Phoenix City (East),0400110,2010,mountain division,13,117,00117,43.767483,56.232517,5.2566381,17.176489,120000,54000,62.432037,5.2513227,32.316639,88.251511,4.0913067,7.6571808,2.5289376,0,39.502953,18.010626,13.887455,16.099483,118000,183400,81800,56000,44400,46800
Pinal County (North)--Apache Junction City,0400803,0400800,Pinal County (North)--Apache Junction City,0400111,2010,mountain division,0,800,00800,60.063641,39.936359,4.5713873,11.450164,169000,65580,64.189529,4.415266,31.395206,91.221909,2.6031628,6.1749282,2.8930659,0,31.292301,10.155695,4.4476242,15.081594,169000,636000,153900,92000,44400,47500
"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",0400112,0400105,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",0400112,2010,mountain division,13,105,00105,55.530102,44.469898,5.4144917,17.05999,140600,56600,71.222099,4.4773254,24.300575,88.557175,2.1531765,9.2896509,3.2525089,0,27.279409,16.378481,.00062985317,22.200567,145400,103300,82000,69100,37000,39600
"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",0400112,0400103,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",0400113,2010,mountain division,13,103,00103,41.284065,58.715935,5.6192122,22.981331,109800,40000,65.723495,8.4767075,25.799795,82.624947,4.1366053,13.238446,2.7482939,0,25.29327,18.928158,33.655102,29.79961,125000,41000,60000,52000,19000,28000
Phoenix City (Northeast Central),0400114,0400104,Phoenix City (Northeast Central),0400114,2010,mountain division,13,104,00104,36.632523,63.367477,5.5472589,26.546577,109800,38000,61.436226,10.208945,28.35483,82.285187,4.4569969,13.257819,2.7149746,0,24.990812,21.168951,37.925579,34.101318,125000,41000,54000,47000,20000,27000
Phoenix City (Northwest Central),0400115,0400104,Phoenix City (Northwest Central),0400115,2010,mountain division,13,104,00104,36.297115,63.702885,5.5247211,26.709349,109800,38000,61.140926,10.329494,28.529585,82.208733,4.5244236,13.266841,2.6930912,0,24.955189,21.2377,38.252155,34.25626,125000,41000,54000,47000,20000,27000
Phoenix City (Uptown),0400116,0400107,Phoenix City (Uptown),0400116,2010,mountain division,13,107,00107,13.482708,86.517288,6.9635553,41.745644,131000,25000,47.286926,15.857337,36.855736,84.837837,2.9930782,12.169086,5.0715675,0,21.866459,36.67881,43.100456,47.66362,151500,64500,36000,28000,21000,23400
Phoenix City (East),0400117,0400113,Phoenix City (East),0400117,2010,mountain division,13,113,00113,28.410799,71.589203,2.5812528,37.101189,150000,28400,73.265297,4.5372682,22.197437,85.637238,.228487,14.134275,.16785361,4.6761417,17.169777,31.657352,74.404701,47.444187,150000,99000,43300,29800,24000,27100
Phoenix City (South),0400119,0400117,Phoenix City (South),0400118,2010,mountain division,13,117,00117,8.141489,91.858513,10.859076,49.258942,95000,24000,44.015587,13.410841,42.573574,80.102623,7.472724,12.424651,7.4777932,9.8495531,33.265625,40.690502,50.730431,57.654083,116000,99000,36000,30000,21000,18400
Phoenix City (South),0400119,0400118,Phoenix City (South),0400119,2010,mountain division,13,118,00118,11.977985,88.022018,9.5124836,45.57201,94500,28500,46.243973,12.755961,41.000061,78.835526,6.0119343,15.152544,5.6215892,23.623219,24.157408,34.291153,51.321404,56.506931,108200,99000,53500,34400,24000,20000
Phoenix City (South),0400119,0400118,Phoenix City (South),0400120,2010,mountain division,13,118,00118,34.702457,65.297546,3.3633392,26.557238,108200,35000,49.72543,13.528499,36.746071,83.190849,2.5093262,14.299822,.00019777656,.0021012961,23.518629,13.300591,33.163773,42.064095,125100,100000,60000,52500,45500,25000
Phoenix City--Maryvale (East),0400122,0400118,Phoenix City--Maryvale (East),0400121,2010,mountain division,13,118,00118,14.157722,85.842278,10.385711,35.732872,85000,35000,57.0145,11.592339,31.393162,75.332825,4.5521936,20.114981,6.6603661,53.135117,14.662978,24.418283,50.442226,50.85017,105000,26200,55900,41200,29000,25300
Phoenix City--Maryvale (East),0400122,0400118,Phoenix City--Maryvale (East),0400122,2010,mountain division,13,118,00118,5.8043404,94.195663,22.221813,42.365864,60000,30200,56.28484,12.788563,30.9266,66.71077,6.279716,27.009514,19.566996,97.561882,11.262364,34.075527,51.472439,53.688168,64500,26200,40000,36100,25100,25600
Phoenix City--Maryvale (West),0400123,0400118,Phoenix City--Maryvale (West),0400123,2010,mountain division,13,118,00118,5.1144438,94.885559,14.951052,42.822983,61000,30000,57.965267,13.739613,28.29512,68.749298,2.9904575,28.260246,9.0011883,100,20.425659,37.443031,46.118763,52.24395,69000,26200,56000,34500,27700,27000
"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",0400132,0400110,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",0400124,2010,mountain division,13,110,00110,12.177439,87.822563,8.3557892,27.47752,70300,37600,59.547405,12.892715,27.559879,67.837425,3.9605699,28.202009,7.1389103,.014487369,12.454301,19.334572,33.33316,42.332314,90000,25300,45900,45000,28000,30000
Phoenix City (West),0400125,0400112,Phoenix City (West),0400125,2010,mountain division,13,112,00112,17.880053,82.119949,9.3428936,29.706776,89900,41000,59.525967,11.551978,28.92205,74.087967,10.548453,15.363582,4.9142408,0,37.113953,23.781767,34.963219,39.80183,103000,115600,47600,54000,32000,30000
Phoenix City (North),0400128,0400103,Phoenix City (North),0400126,2010,mountain division,13,103,00103,26.907393,73.092606,1.6687725,12.068794,72000,48400,62.339497,11.957786,25.702715,75.353287,.50405294,24.142656,.37208793,0,5.7507839,7.2345948,11.253621,24.172932,80000,82000,54000,61200,48400,29900
Maricopa County--El Mirage City & Sun City,0400130,0400110,Maricopa County--El Mirage City & Sun City,0400127,2010,mountain division,13,110,00110,25.014669,74.985329,3.9389834,8.3551598,97500,54000,66.47049,12.029423,21.500084,84.415344,6.4596562,9.1250048,4.5463262,0,1.1089,4.0346851,10.087504,20.743248,97500,117800,95000,60000,31800,37400
Maricopa County--Glendale City (North),0400126,0400109,Maricopa County--Glendale City (North),0400128,2010,mountain division,13,109,00109,28.640371,71.359627,9.5750666,14.294513,91000,59000,61.476536,8.020812,30.502653,74.010017,12.250425,13.739552,5.4970336,0,40.079262,6.6233597,18.831434,28.562328,103000,115600,47600,71020,41500,30600
Phoenix (Far North) & Peoria (Northwest) Cities,0400129,0400104,Phoenix (Far North) & Peoria (Northwest) Cities,0400129,2010,mountain division,13,104,00104,28.301664,71.698334,7.7186136,12.137245,95000,57000,63.727207,9.2289581,27.043835,77.850494,10.00795,12.141551,5.0884943,0,30.944941,5.9505053,14.265314,25.989714,103000,115600,52000,67000,35000,32000
Maricopa County--Surprise City (Central),0400131,0400110,Maricopa County--Surprise City (Central),0400130,2010,mountain division,13,110,00110,18.454458,81.54554,5.0431752,20.890841,63500,42400,67.028214,9.8557196,23.116068,74.919739,5.1536722,19.926586,4.6690164,0,7.7542634,16.243349,29.598083,30.654478,75000,41700,30000,51000,32500,31000
Maricopa County--Surprise City (Central),0400131,0400110,Maricopa County--Surprise City (Central),0400131,2010,mountain division,13,110,00110,17.943975,82.056023,4.1931639,17.110565,78300,56600,73.542152,8.1336985,18.324146,70.966354,4.3180237,24.715628,.7422362,0,14.834446,11.109248,35.770615,32.91346,94000,41700,63800,60000,39170,32500
Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities,0400133,0400110,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities,0400132,2010,mountain division,13,110,00110,15.663157,84.336845,5.20858,20.342436,84000,49900,69.3041,9.7046747,20.991232,69.163826,4.0169492,26.81922,1.5316,0,15.471244,12.751822,35.568909,38.363899,98200,35000,60000,60000,32500,32500
Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities,0400133,0400110,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities,0400133,2010,mountain division,13,110,00110,15.426424,84.573578,4.60146,21.121601,84000,50440,70.869896,9.3699245,19.76018,69.537407,3.8864977,26.576096,.24319457,0,16.677956,13.955866,37.859779,38.884575,100000,35000,64800,60000,35000,32500
Maricopa County--El Mirage City & Sun City,0400130,0400109,Maricopa County--El Mirage City & Sun City,0400134,2010,mountain division,13,109,00109,18.344145,81.655853,4.1423535,17.004871,74600,56000,73.605171,8.0286446,18.366188,71.557098,4.4359384,24.006962,1.0481274,.0064014532,14.129485,11.379858,35.186569,31.599936,93100,41700,57800,60000,39170,32500
Maricopa County--Mesa City (East),0400101,0400114,Maricopa County--Mesa City (East),0400135,2010,mountain division,13,114,00114,39.119545,60.880455,4.7621498,8.6406937,105031,76800,82.568924,5.3878484,12.043223,89.657738,4.4614711,5.8807945,4.9370112,.05638589,5.6662674,6.1119809,2.423105,28.759277,108000,111700,70000,83200,94000,45000
