pumaname,puma12ID,puma2kID,puma12name,pumaID,year,region,countyfip,puma,puma_str,puma_shcollege_white,puma_shcollege_hispanic,puma_shcollege_black,puma_shcollege_asian,puma_shcollege_other,puma_shnoncollege_white,puma_shnoncollege_hispanic,puma_shnoncollege_black,puma_shnoncollege_asian,puma_shnoncollege_other,puma_shmarr_white_noncol,puma_shcoh_white_noncol,puma_shunpmom_white_noncol,puma_shmarr_hispanic_noncol,puma_shcoh_hispanic_noncol,puma_shunpmom_hispanic_noncol,puma_shmarr_black_noncol,puma_shcoh_black_noncol,puma_shunpmom_black_noncol,puma_shmarr_asian_noncol,puma_shcoh_asian_noncol,puma_shunpmom_asian_noncol,puma_shmarr_other_noncol,puma_shcoh_other_noncol,puma_shunpmom_other_noncol,puma_shmarr_white_col,puma_shcoh_white_col,puma_shunpmom_white_col,puma_shmarr_hispanic_col,puma_shcoh_hispanic_col,puma_shunpmom_hispanic_col,puma_shmarr_black_col,puma_shcoh_black_col,puma_shunpmom_black_col,puma_shmarr_asian_col,puma_shcoh_asian_col,puma_shunpmom_asian_col,puma_shmarr_other_col,puma_shcoh_other_col,puma_shunpmom_other_col,puma_shpov_white_noncol,puma_shpov_hispanic_noncol,puma_shpov_black_noncol,puma_shpov_asian_noncol,puma_shpov_other_noncol,puma_shpov_white_col,puma_shpov_hispanic_col,puma_shpov_black_col,puma_shpov_asian_col,puma_shpov_other_col,puma_hhinc_white_noncol,puma_hhinc_hispanic_noncol,puma_hhinc_black_noncol,puma_hhinc_asian_noncol,puma_hhinc_other_noncol,puma_hhinc_white_col,puma_hhinc_hispanic_col,puma_hhinc_black_col,puma_hhinc_asian_col,puma_hhinc_other_col,puma_shpov_white_noncol_marr,puma_shpov_white_noncol_coh,puma_shpov_white_noncol_unpmom,puma_shpov_hisp_noncol_marr,puma_shpov_hisp_noncol_coh,puma_shpov_hisp_noncol_unpmom,puma_shpov_black_noncol_marr,puma_shpov_black_noncol_coh,puma_shpov_black_noncol_unpmom,puma_shpov_asian_noncol_marr,puma_shpov_asian_noncol_coh,puma_shpov_asian_noncol_unpmom,puma_shpov_other_noncol_marr,puma_shpov_other_noncol_coh,puma_shpov_other_noncol_unpmom,puma_shpov_white_col_marr,puma_shpov_white_col_coh,puma_shpov_white_col_unpmom,puma_shpov_hisp_col_marr,puma_shpov_hisp_col_coh,puma_shpov_hisp_col_unpmom,puma_shpov_black_col_marr,puma_shpov_black_col_coh,puma_shpov_black_col_unpmom,puma_shpov_asian_col_marr,puma_shpov_asian_col_coh,puma_shpov_asian_col_unpmom,puma_shpov_other_col_marr,puma_shpov_other_col_coh,puma_shpov_other_col_unpmom,puma_hhinc_white_noncol_marr,puma_hhinc_white_noncol_coh,puma_hhinc_white_noncol_unpmom,puma_hhinc_hisp_noncol_marr,puma_hhinc_hisp_noncol_coh,puma_hhinc_hisp_noncol_unpmom,puma_hhinc_black_noncol_marr,puma_hhinc_black_noncol_coh,puma_hhinc_black_noncol_unpmom,puma_hhinc_asian_noncol_marr,puma_hhinc_asian_noncol_coh,puma_hhinc_asian_noncol_unpmom,puma_hhinc_other_noncol_marr,puma_hhinc_other_noncol_coh,puma_hhinc_other_noncol_unpmom,puma_hhinc_white_col_marr,puma_hhinc_white_col_coh,puma_hhinc_white_col_unpmom,puma_hhinc_hisp_col_marr,puma_hhinc_hisp_col_coh,puma_hhinc_hisp_col_unpmom,puma_hhinc_black_col_marr,puma_hhinc_black_col_coh,puma_hhinc_black_col_unpmom,puma_hhinc_asian_col_marr,puma_hhinc_asian_col_coh,puma_hhinc_asian_col_unpmom,puma_hhinc_other_col_marr,puma_hhinc_other_col_coh,puma_hhinc_other_col_unpmom
Central Nebraska,3100300,3100300,Central Nebraska,3100400,2010,west north central div,0,300,00300,32.876198,5.4049954,,,0,67.123802,94.595001,,,100,70.029678,8.9020777,21.068249,65.079369,4.7619047,30.158731,,,,,,,75,25,0,90.909096,1.3986014,7.6923079,100,0,0,,,,,,,,,,6.3689103,13.688907,,,0,4.1581483,0,,,,48000,49100,,,120000,85400,88000,,,,2.1360266,16.042278,15.549593,12.893924,0,20.948338,,,,,,,0,0,,4.5200682,0,0,0,,,,,,,,,,,,62300,24300,19300,49100,40000,52800,,,,,,,70000,120000,,85400,33600,47000,88000,,,,,,,,,,,
South Central Nebraska,3100500,3100500,South Central Nebraska,3100500,2010,west north central div,0,500,00500,37.817295,0,,68.306007,,62.182705,100,,31.693993,,71.856293,5.3892212,22.75449,94.444443,5.5555558,0,,,,0,0,100,,,,88.679245,5.6603775,5.6603775,,,,,,,0,100,0,,,,14.009696,0,,0,,2.2989833,,,0,,53500,60000,,16200,,67200,,,62000,,3.9402313,24.489796,37.17445,0,0,,,,,,,0,,,,2.6722171,0,0,,,,,,,,0,,,,,60000,50200,23600,62200,60000,,,,,,,16200,,,,67200,58600,40500,,,,,,,,62000,,,,
Southeast Nebraska,3100600,3100600,Southeast Nebraska,3100600,2010,west north central div,0,600,00600,26.630497,70.757065,0,,94.869736,73.369507,29.242935,100,,5.1302643,78.275856,6.8965516,14.827587,65,13.333334,21.666666,100,0,0,,,,,,,96.32653,.40816325,3.265306,100,0,0,,,,,,,0,0,100,16.170874,9.8185081,0,,,.88503224,0,,,0,46600,45600,30850,,,100008,66500,,,26600,5.3521786,48.200928,33.638695,0,99.773903,,0,,,,,,,,,.89315808,,.21097769,0,,,,,,,,,,,0,59900,13500,13000,45600,15000,,30850,,,,,,,,,100008,,77600,66500,,,,,,,,,,,26600
"Dodge, Cass, Saunders & Washington Counties",3100701,3100701,"Dodge, Cass, Saunders & Washington Counties",3100701,2010,west north central div,0,701,00701,31.466125,0,,,,68.533875,100,,,,80.921051,11.842106,7.2368422,75,8.333334,16.666668,,,,,,,,,,92.68293,0,7.3170729,,,,,,,,,,,,,7.4076457,79.901695,,,,4.6257358,,,,,59200,14900,,,,90000,,,,,3.0128527,33.731853,0,80.714813,0,100,,,,,,,,,,2.5231042,,49.84227,,,,,,,,,,,,,71200,24270,25000,14900,42000,8800,,,,,,,,,,90800,,49700,,,,,,,,,,,,
Sarpy County--Bellevue City,3100702,3100701,Sarpy County--Bellevue City,3100702,2010,west north central div,0,701,00701,44.588966,37.963814,73.986633,0,73.563217,55.411034,62.036186,26.013367,100,26.436783,77.702698,8.7837839,13.513513,68.75,6.25,25,0,50,50,50,0,50,100,0,0,90.338165,0,9.6618357,100,0,0,100,0,0,,,,100,0,0,2.4709723,3.3103564,.13162376,0,0,3.8118873,0,0,,0,70000,38000,50000,43300,71300,110000,62000,76000,,87000,1.4079372,1.6881588,5.9245124,4.2242789,,2.0570488,,0,,0,,0,0,,,.025753805,,23.413744,0,,,0,,,,,,0,,,90000,45500,33000,72500,,38000,,50000,,77300,,43300,71300,,,110000,,56000,62000,,,76000,,,,,,87000,,
Lancaster County--Lincoln City (South),3100802,3100802,Lancaster County--Lincoln City (South),3100801,2010,west north central div,109,802,00802,36.209,0,.17357135,8.3124743,0,63.791,100,99.826431,91.687523,100,74.662163,5.0675673,20.270269,84.615387,0,15.384616,72.222221,11.111112,16.666668,87.5,0,12.5,40,40,20,84.210526,2.6315789,13.157895,,,,,,,100,0,0,,,,21.794821,51.876427,2.383395,6.2268982,1.6008668,6.5651083,,,0,,41200,6500,30000,55500,37000,85000,,,150000,,16.263126,52.204334,16.212347,0,,100,0,,96.948303,0,,100,0,,0,7.8098884,0,.29067984,,,,,,,0,,,,,,51500,13020,30000,26000,,6500,30000,,7310,90000,,2600,34400,,40200,85400,28800,42000,,,,,,,150000,,,,,
Lancaster County--Lincoln City (South),3100802,3100802,Lancaster County--Lincoln City (South),3100802,2010,west north central div,109,802,00802,51.796852,0,42.857143,90.042824,0,48.203148,100,57.142857,9.9571762,100,76.08696,1.0869565,22.826088,100,0,0,0,50,50,100,0,0,40,60.000004,0,86.274513,2.9411764,10.784314,,,,100,0,0,100,0,0,,,,4.6042929,0,69.83696,0,80.631119,1.6163465,,0,0,,62400,53200,13000,42700,3100,100000,,107400,150000,,0,0,18.300228,0,,,,100,0,0,,,0,100,,0,0,18.547682,,,,0,,,0,,,,,,77800,50000,20900,53200,,,,13000,25300,42700,,,93000,3100,,102900,93000,17400,,,,107400,,,150000,,,,,
Douglas County--Omaha City (Southwest),3100902,3100902,Douglas County--Omaha City (Southwest),3100901,2010,west north central div,55,902,00902,52.303417,8.001689,9.2567282,48.935272,100,47.696583,91.998314,90.743271,51.064728,0,74.60318,10.05291,15.343915,81.25,12.5,6.25,7.6923079,0,92.307693,85.714287,0,14.285715,,,,90.140846,.70422536,9.1549292,58.333332,33.333336,8.333334,100,0,0,100,0,0,100,0,0,15.588993,0,50.900589,0,,.55530649,.86423969,0,0,0,70300,54400,10000,88000,,104200,18300,98000,49500,150000,11.519575,0,61.080776,0,0,0,0,,58.217667,0,,,,,,0,0,7.498405,2.0518358,,0,0,,,0,,,0,,,89400,58600,11100,63000,42600,25400,60400,,10000,88000,,,,,,104200,194210,60000,74920,,18300,98000,,,49500,,,150000,,
Douglas County--Omaha City (Southwest),3100902,3100902,Douglas County--Omaha City (Southwest),3100902,2010,west north central div,55,902,00902,65.671066,65.502731,0,34.580837,,34.328934,34.497269,100,65.419159,,68.421051,10.526316,21.052631,100,0,0,0,0,100,66.666672,0,33.333336,,,,90,0,10,60.000004,40,0,,,,100,0,0,,,,4.499588,0,0,0,,.62436086,34.168274,,0,,73800,42600,33000,52400,,110000,52300,,113000,,6.9420176,0,0,0,,,,,0,0,,0,,,,0,,7.0090637,57.327587,0,,,,,0,,,,,,90000,43000,42200,42600,,,,,33000,33600,,52400,,,,120000,,50100,15260,52300,,,,,113000,,,,,
Douglas County--Omaha City (Northeast),3100903,3100904,Douglas County--Omaha City (Northeast),3100903,2010,west north central div,55,904,00904,38.074039,3.449163,5.628293,,1.0651464,61.925961,96.550835,94.371704,,98.934853,62.162163,17.117117,20.72072,57.723576,7.3170729,34.959351,42.647057,2.9411764,54.411762,,,,25,0,75,82.352943,0,17.647058,100,0,0,100,0,0,,,,,,,.66343653,13.167312,52.102722,,12.765958,0,0,0,,,52500,22000,13200,,23200,103300,76200,94000,,,1.1295649,0,.26407364,4.0273142,0,91.535522,84.978798,0,26.094398,,,,100,,0,0,,0,0,,,0,,,,,,,,,58200,46400,55200,22000,40000,8000,9000,69600,17300,,,,2900,,23200,128000,,47000,76200,,,94000,,,,,,,,
Sarpy County--Bellevue City,3100702,3100702,Sarpy County--Bellevue City,3100904,2010,west north central div,0,702,00702,41.252258,.0019935374,23.671333,0,99.951645,58.747742,99.998009,76.328667,100,.048355103,75.061127,9.2909536,15.647923,65.753426,2.7397261,31.506847,44.444447,11.111112,44.444447,66.666672,0,33.333336,,,,89.100822,0,10.899182,,,,100,0,0,,,,66.666672,0,33.333336,13.093604,47.014694,73.616806,99.892357,,.0051111849,,0,,99.865372,44100,33700,21560,37000,,51350,,45801,,24300,17.774162,.0012825123,5.0747275,45.709339,0,56.223618,49.816849,,100,99.953362,,,,,,.000043255648,,.015358375,,,,0,,,,,,,,100,49400,82200,14000,35780,31000,33700,40000,,13700,37000,,,,,,80500,,47500,,,,45801,,,,,,,,24300
Washoe County (South),3200102,3200200,Washoe County (South),3200101,2010,mountain division,31,200,00200,22.888659,6.1277828,67.502251,47.98885,7.255022,77.111343,93.872215,32.497749,52.01115,92.74498,71.81572,7.5880756,20.596207,65.217392,8.695652,26.086956,,,,78.947372,0,21.052631,65.853661,4.8780484,29.268291,88.125,3.125,8.75,93.75,0,6.25,,,,88.888893,0,11.111112,62.5,12.5,25,14.793494,22.480677,,11.200907,20.517326,2.6059368,17.035717,0,0,0,68000,31000,,60000,38000,112000,75000,95500,69800,44500,4.711009,59.532185,34.461796,10.175407,42.747417,54.208668,,,,10.774666,,,26.798525,,.11891045,2.6593475,.76679927,2.7511406,18.317022,,0,,,,0,,0,0,0,,86600,32700,32000,32100,107000,27700,,,,60000,,,38000,,31300,112000,109000,81000,75000,,43400,,,,69800,,39000,97000,44500,
Washoe County (South),3200102,3200100,Washoe County (South),3200102,2010,mountain division,31,100,00100,31.119532,4.3396263,11.26335,31.412605,22.769026,68.88047,95.66037,88.736649,68.587395,77.230972,71.81572,7.5880756,20.596207,65.217392,8.695652,26.086956,0,22.222223,77.777779,78.947372,0,21.052631,65.853661,4.8780484,29.268291,88.125,3.125,8.75,93.75,0,6.25,75,0,25,88.888893,0,11.111112,62.5,12.5,25,13.748484,45.07819,69.827103,73.181717,13.003106,20.736855,40.699162,0,0,0,56700,29000,17300,19000,24600,90000,55000,73000,40000,39690,7.8790665,4.643785,33.744751,37.380535,74.3629,47.641533,,0,100,60.490108,,88.471504,12.887775,0,23.16482,3.002862,28.585896,87.320267,40.85767,,,0,,,0,,,0,,0,83000,60000,28700,34100,18000,22100,,17300,3000,27700,,4000,24600,81900,70400,111000,729000,32500,55000,,,73000,,,40000,,,180500,,32140
Washoe County (North)--Sparks City,3200103,3200200,Washoe County (North)--Sparks City,3200103,2010,mountain division,31,200,00200,25.516609,5.3720756,13.584524,41.892345,14.164302,74.483391,94.627922,86.415474,58.107655,85.835701,71.81572,7.5880756,20.596207,65.217392,8.695652,26.086956,0,22.222223,77.777779,78.947372,0,21.052631,65.853661,4.8780484,29.268291,88.125,3.125,8.75,93.75,0,6.25,75,0,25,88.888893,0,11.111112,62.5,12.5,25,14.484943,32.134995,69.827103,38.107758,17.506289,9.6658754,25.114323,0,0,0,66000,30800,17300,59600,36300,112000,55000,73000,40000,44500,5.545248,30.072954,34.245445,20.329649,67.622566,51.140614,,0,100,25.516218,,88.471504,21.05699,0,5.7793598,2.7758183,18.287823,59.11504,26.363834,,0,0,,,0,,0,0,0,0,84500,42200,30500,32100,18000,27700,,17300,3000,60000,,4000,36300,81900,31300,112000,109000,32500,55000,,43400,73000,,,69800,,39000,97000,44500,32140
Rural Nevada,3200300,3200300,Rural Nevada,3200200,2010,mountain division,0,300,00300,14.106514,3.7210479,,50.804596,3.5003979,85.893486,96.278954,,49.195404,96.499603,76.009499,8.7885981,15.2019,75.490196,9.3137255,15.196079,,,,72.727272,0,27.272728,52.54237,13.559322,33.898308,82.733818,7.9136691,9.3525181,71.428574,0,28.57143,,,,100,0,0,25,12.5,62.5,11.039578,21.138426,,0,21.1047,0,0,,0,0,75000,56700,,57000,43200,76700,212200,,163000,75000,2.4097121,28.413069,35.679905,20.115747,0,44.757282,,,,0,,,0,0,61.835747,0,0,0,0,,0,,,,0,,,,,0,83000,27010,43430,60000,22000,22000,,,,57000,,,78000,38000,20000,83000,90000,76700,212200,,57000,,,,163000,,,,,75000
Rural Nevada,3200300,3200501,Rural Nevada,3200300,2010,mountain division,3,501,00501,27.057766,3.9654434,,23.682272,25.15114,72.94223,96.034554,,76.317726,74.848862,72.86956,9.913044,17.217392,75.874123,8.0419579,16.083916,,,,74.358978,0,25.641027,54.216869,18.072289,27.710842,84.729065,8.8669949,6.4039412,66.666672,0,33.333336,,,,100,0,0,45.454548,9.090909,45.454548,13.84813,18.961451,,17.578238,26.397532,1.8404928,74.604637,,0,0,60900,40000,,101000,32000,108000,18450,,64600,85500,3.7101235,31.346893,32.632561,14.352295,0,45.035828,,,,0,,100,11.722341,60.104839,64.611259,0,16.607962,,99.945801,,36.596447,,,,0,,,0,,,75000,55000,34000,40000,87000,27000,,,,101000,,25000,32000,3200,20000,115050,69200,,18450,,40000,,,,64600,,,85500,,
Clark County (Central)--Greater North Las Vegas City,3200403,3200505,Clark County (Central)--Greater North Las Vegas City,3200401,2010,mountain division,3,505,00505,21.322367,3.6746271,23.767967,54.573738,11.689821,78.677635,96.325371,76.232033,45.426262,88.310181,79.099922,6.102212,14.797865,70.822784,9.8101263,19.367088,29.667521,5.3708444,64.961639,68.224297,6.5420561,25.233644,59.589039,16.438356,23.972603,82.834641,6.6141734,10.551182,83.783783,1.8018018,14.414414,77.678574,2.6785715,19.642857,88.953491,1.1627907,9.8837214,73.809525,7.1428576,19.047619,13.444575,24.05932,41.335865,3.4953918,14.846744,6.4119244,.10782008,0,6.345479,0,75000,55000,32800,97500,54000,99000,80000,91200,80000,139400,6.8145046,34.422234,30.64205,22.236435,13.109247,41.953762,35.99733,.10688242,44.896542,.0039629531,.0030848372,29.140648,17.979805,33.62632,1.50836,6.6667056,0,6.5997748,.0055625765,,.47182614,0,,0,4.4209647,,12.804289,0,,,87000,52300,28000,57000,59100,28000,82400,42000,29400,103600,130300,51120,101900,54000,40000,99000,152000,87750,72000,,80000,101000,,56000,80000,,53000,139400,,
"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB",3200404,3200502,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB",3200402,2010,mountain division,3,502,00502,29.079744,7.3777647,11.290402,33.479855,44.071693,70.920258,92.622238,88.709595,66.520142,55.928307,80,5.6716418,14.328358,68.2183,10.272873,21.508827,27.131784,5.4263568,67.441864,67.92453,5.6603775,26.415094,61.363636,20.454546,18.181818,82.692307,7.0512824,10.256411,85,0,15.000001,77.14286,2.8571429,20,88.372093,0,11.627908,78.571426,7.1428576,14.285715,22.50972,39.940395,54.912193,6.6335068,3.9845369,9.0981569,15.923956,0,5.3071151,0,50000,28600,23100,66000,44900,80000,36300,77000,72000,116600,14.816506,18.840322,52.117992,35.581104,42.099625,47.496231,2.1686294,95.994881,65.478928,0,,22.662634,5.3564444,0,8.832736,.51386082,0,53.374802,0,,82.737549,0,,0,6.7748709,,0,0,,,63840,43000,21000,39400,28600,22000,41600,5000,12900,66000,,45000,42600,44900,20000,80500,80000,22000,36300,,18600,77000,,20000,82300,,50000,116600,,
Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities,3200402,3200501,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities,3200403,2010,mountain division,3,501,00501,21.29031,2.9128339,25.978148,61.64407,25.305275,78.709686,97.087166,74.021851,38.35593,74.694725,79.915436,6.4482031,13.636364,70.583832,9.6556883,19.760479,26.888218,4.2296076,68.882172,68,8.8000002,23.199999,57.851238,17.355371,24.793388,84.538651,6.4837904,8.9775562,86.419754,0,13.580246,77.669899,1.9417475,20.38835,87.5,0,12.5,81.25,6.25,12.5,10.943403,37.902618,44.211514,.018201685,33.921616,.0632191,.012410701,0,.023660904,0,54400,35600,39000,52800,52900,94300,72000,68000,72000,139400,5.1101952,.22245045,40.886013,33.395905,44.659138,52.708626,32.56461,.063081615,52.150166,0,0,.13484816,47.811928,.10364238,15.651586,.055541862,0,,0,,,0,,0,.01746645,,.041071292,0,,,63900,80000,26200,40000,16200,22100,84800,42000,24000,90800,41200,51120,36300,52900,74500,94300,87700,,72000,,,98000,,45000,72000,,50000,139400,,
Clark County (Northwest Central)--Northwest Las Vegas Valley,3200401,3200506,Clark County (Northwest Central)--Northwest Las Vegas Valley,3200404,2010,mountain division,3,506,00506,21.166199,4.8093915,18.870674,51.245434,3.8715355,78.833801,95.190605,81.129326,48.754566,96.128464,79.611656,6.3106799,14.077669,70.689651,20.689655,8.6206894,23.529411,0,76.470589,75,12.5,12.5,40,10,50,85.714287,2.8571429,11.428572,57.14286,0,42.857143,83.333328,0,16.666668,78.571426,0,21.428572,100,0,0,13.965734,2.2278211,35.832958,4.3596735,6.681922,7.673152,0,0,10.628646,0,81700,75000,29400,130300,62200,99000,80000,132000,80000,115000,7.1351843,45.050385,28.972784,3.2812502,0,0,45.841393,,32.807014,0,0,41.558445,0,66.063347,0,8.2505732,0,6.2757201,0,,0,0,,0,7.0607553,,24,0,,,87000,48900,43000,82000,64000,47000,82400,,29400,106000,130300,61600,101900,54000,40000,99000,152000,87750,131000,,80000,132000,,56000,80000,,53000,115000,,
Clark County (West)--Las Vegas City (Southwest),3200407,3200510,Clark County (West)--Las Vegas City (Southwest),3200405,2010,mountain division,3,510,00510,45.385757,16.141973,29.636356,19.600224,55.662502,54.614243,83.858025,70.363647,80.39978,44.337498,77.933449,5.6042032,16.462347,71.854309,12.582782,15.562914,40.259739,9.090909,50.649349,69.523811,4.7619047,25.714287,55.555557,11.111112,33.333336,81.25,5.9210529,12.828948,72.972969,5.4054055,21.621622,80,6.666667,13.333334,89.189186,2.7027028,8.1081076,54.545456,9.090909,36.363636,11.082013,17.084772,4.1763139,33.310242,3.3384364,.77523631,46.644455,0,1.508225,0,60000,48000,50000,62000,127700,110000,43600,239000,321000,90000,9.1786327,23.910522,12.984843,9.5513201,1.3735288,43.244392,.39646724,8.504365,6.7925057,1.4051461,,69.458809,6.6600537,,.72885841,.042612392,0,5.1658511,6.8514528,0,84.525299,0,,,1.5825536,,.042853396,,,0,60000,64000,46700,76650,66100,25900,50000,36000,29800,110000,,0,131200,,127700,112010,236000,77000,148550,139700,19000,239000,,,321000,,93000,,,90000
Clark County (Central)--Paradise (Northwest) & Winchester,3200409,3200510,Clark County (Central)--Paradise (Northwest) & Winchester,3200406,2010,mountain division,3,510,00510,14.907022,3.9662666,7.8087621,28.157272,.043918651,85.092979,96.033737,92.191238,71.842728,99.956078,72.876709,7.6712327,19.452055,65.76577,9.9099102,24.324326,39.240505,10.126582,50.632912,67.032967,3.2967036,29.67033,61.363636,6.818182,31.818182,80.35714,7.1428576,12.5,76.666664,13.333334,10,77.777779,11.111112,11.111112,92.42424,3.030303,4.5454545,,,,22.375284,40.95583,41.106621,15.054591,60.816608,0,43.890324,0,36.904152,,58150,33000,30000,60500,4800,98000,87000,32000,65500,,9.0408268,17.997663,59.626041,34.047981,24.741589,62.883888,0,,44.663956,.52570671,,32.618973,.41161078,,91.146324,0,0,0,97.901985,39.842209,0,0,,,36.929729,,,,,,72000,63600,55300,33000,44000,23000,58000,,30000,70000,,60500,73580,,4800,98000,106200,84000,47000,113000,87000,32000,,,65500,,,,,
Las Vegas City (Southeast),3200405,3200509,Las Vegas City (Southeast),3200407,2010,mountain division,3,509,00509,6.2900186,10.013127,17.432783,7.0520229,0,93.709984,89.98687,82.567215,92.947975,100,38.46154,19.23077,42.307693,71.502594,8.2901554,20.207254,15.000001,0,85,75,8.333334,16.666668,0,0,100,100,0,0,68.421051,26.31579,5.2631578,75,0,25,100,0,0,,,,54.541801,40.756577,42.9972,7.8358212,42.64151,0,32.50452,0,0,,24600,33000,21000,45000,14700,351000,52000,185000,70000,,51.654678,17.647058,72.68232,38.14035,57.652473,42.791058,62.327415,,38.825031,0,0,100,,,42.64151,0,,,47.837658,0,0,0,,0,0,,,,,,14000,35800,24600,34000,10000,31000,16000,,21000,45000,42000,11700,,,14700,351000,,,50800,66000,63600,185000,,46000,70000,,,,,
"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)",3200410,3200503,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)",3200408,2010,mountain division,3,503,00503,8.453455,2.7120311,2.7964759,16.179132,1.8846872,91.546547,97.287971,97.203522,83.820869,98.115311,71.351349,9.7297297,18.918919,62.190079,12.396694,25.413223,26.086956,7.2463765,66.666672,63.461536,17.307693,19.23077,45.833336,37.5,16.666668,84.242424,.60606056,15.151516,77.41935,0,22.580645,60.000004,0,40,85.714287,0,14.285715,,,,21.772907,30.325449,65.153442,3.2827735,32.409401,7.4883418,1.0847417,0,0,,58800,43000,20000,64800,40000,108000,50000,100000,127400,,20.785751,0,36.087776,28.713284,36.804817,31.495567,0,,84.234955,0,0,33.839382,0,3.8735318,98.386642,2.0916145,,14.624203,.22731681,,6.8204179,0,,,0,,,,,,67700,60100,32000,51000,37000,31000,41600,,14000,64800,151200,49400,45500,40000,17000,108000,,74700,50000,,98000,100000,,,127400,,,,,
Clark County (Central)--Paradise (Northwest) & Winchester,3200409,3200501,Clark County (Central)--Paradise (Northwest) & Winchester,3200409,2010,mountain division,3,501,00501,21.090586,2.5850372,.52780503,26.937834,5.3258505,78.909416,97.414963,99.472198,73.062164,94.674149,74.823532,5.8823528,19.294117,68.75,9.75,21.5,42.26804,14.432989,43.298969,70.338982,5.0847454,24.576271,71.794876,10.256411,17.948719,83.333328,5.2380953,11.428572,94.285713,0,5.7142859,,,,89.583328,4.166667,6.25,75,8.333334,16.666668,32.436096,30.005753,27.614271,48.121349,58.34021,0,7.2202282,,20.347313,0,36000,37900,40500,36000,12500,78000,47700,,73400,40000,26.356432,0,59.769005,25.593206,30.153557,37.411385,0,72.762825,53.335564,68.93866,,17.049501,29.924076,,100,0,,0,7.2202282,,,,,,22.703321,0,0,0,,,36000,35800,49500,40000,46600,34600,91000,15500,40500,24500,,43500,75000,,12500,90000,,78000,47700,,,,,,73400,79000,93000,40000,,
Clark County (Central)--Spring Valley & Summerlin South,3200408,3200510,Clark County (Central)--Spring Valley & Summerlin South,3200410,2010,mountain division,3,510,00510,31.933048,9.2597914,4.866364,41.197399,30.158731,68.066956,90.740211,95.133636,58.802601,69.84127,76.521736,4.347826,19.130434,76.25,7.5000005,16.25,38.709675,19.354837,41.935482,72.972969,8.1081076,18.918919,80,20,0,89.655174,1.7241379,8.6206894,100,0,0,100,0,0,85.714287,5.7142859,8.5714293,100,0,0,10.125361,19.976784,22.448978,34.988525,0,0,39.813858,0,4.0798092,0,68000,47500,36000,42000,153050,92204,30200,407900,86000,84800,3.3665602,0,32.046108,17.602837,0,43.612041,0,9.5194931,44.06176,19.508448,72.390572,66.639801,0,,,0,,0,39.813858,,,0,,,5.7854729,0,0,0,,,68000,85004,67000,43000,56000,60000,78900,36000,28200,59580,25600,26500,153050,,,97000,,74000,30200,,,407900,,,86000,79000,93000,84800,,
Clark County (Central)--Spring Valley & Summerlin South,3200408,3200510,Clark County (Central)--Spring Valley & Summerlin South,3200411,2010,mountain division,3,510,00510,31.933048,9.2597914,4.866364,41.197399,30.158728,68.066956,90.740211,95.133636,58.802601,69.84127,76.521736,4.347826,19.130434,76.25,7.5000005,16.25,38.709675,19.354837,41.935482,72.972969,8.1081076,18.918919,80,20,0,89.655174,1.7241379,8.6206894,100,0,0,100,0,0,85.714287,5.7142859,8.5714293,100,0,0,10.125361,19.976784,22.448978,34.988525,0,0,39.813858,0,4.0798092,0,68000,47500,36000,42000,153050,92204,30200,407900,86000,84800,3.3665602,0,32.046108,17.602837,0,43.612038,0,9.5194931,44.06176,19.508448,72.390572,66.639801,0,,,0,,0,39.813858,,,0,,,5.7854729,0,0,0,,,68000,85004,67000,43000,56000,60000,78900,36000,28200,59580,25600,26500,153050,,,97000,,74000,30200,,,407900,,,86000,79000,93000,84800,,
Clark County (Central)--Henderson City (West),3200411,3200511,Clark County (Central)--Henderson City (West),3200412,2010,mountain division,3,511,00511,32.846966,4.8309855,31.001877,30.482492,21.930916,67.15303,95.169014,68.998123,69.517509,78.069084,74.117645,8.4705877,17.411764,69.26606,9.633028,21.100918,40,7.5000005,52.499996,67.92453,7.5471697,24.528303,62.068962,20.689655,17.241379,82.727272,4.5454545,12.727272,75,0,25,33.333336,16.666668,50,94.444443,0,5.5555558,30.000002,10,60.000004,9.1069374,21.165983,33.028469,17.5427,8.3422594,4.7793126,.25847092,0,15.987064,0,76000,58000,59000,66000,131200,85000,102000,76940,82300,103900,5.5946727,19.797594,17.607851,10.986176,33.713959,55.886478,11.416306,5.3488007,52.852917,0,,65.235474,8.4135513,8.0039177,8.0250883,1.7734947,0,26.533148,.30692998,,0,0,0,0,16.023836,,,0,,0,84050,43000,46800,76000,13000,35300,59900,27800,13900,66900,,38500,131200,27650,20000,85000,80000,86400,102000,,60000,76940,69000,20000,82300,,,80000,,103900
