year,region,state_name,statefip,statefip_str,state_shwhite,state_shhispanic,state_shblack,state_shasian,state_shother_race,state_shpov_white,state_shpov_hispanic,state_shpov_black,state_shpov_asian,state_shpov_other_race,state_hhinc_white,state_hhinc_hispanic,state_hhinc_black,state_hhinc_asian,state_hhinc_other_race,state_shmarr_white,state_shcoh_white,state_shunpmom_white,state_shmarr_hispanic,state_shcoh_hispanic,state_shunpmom_hispanic,state_shmarr_black,state_shcoh_black,state_shunpmom_black,state_shmarr_asian,state_shcoh_asian,state_shunpmom_asian,state_shmarr_other_race,state_shcoh_other_race,state_shunpmom_other_race,state_shpov_white_marr,state_shpov_white_coh,state_shpov_white_unpmom,state_shpov_hispanic_marr,state_shpov_hispanic_coh,state_shpov_hispanic_unpmom,state_shpov_black_marr,state_shpov_black_coh,state_shpov_black_unpmom,state_shpov_asian_marr,state_shpov_asian_coh,state_shpov_asian_unpmom,state_shpov_other_marr,state_shpov_other_coh,state_shpov_other_unpmom,state_hhinc_white_marr,state_hhinc_white_coh,state_hhinc_white_unpmom,state_hhinc_hispanic_marr,state_hhinc_hispanic_coh,state_hhinc_hispanic_unpmom,state_hhinc_black_marr,state_hhinc_black_coh,state_hhinc_black_unpmom,state_hhinc_asian_marr,state_hhinc_asian_coh,state_hhinc_asian_unpmom,state_hhinc_other_marr,state_hhinc_other_coh,state_hhinc_other_unpmom
2010,east south central div,Mississippi,mississippi,28,52.678116,2.6240361,42.318638,1.0627866,1.3164239,11.828058,22.552109,30.647072,11.446963,31.452599,57300,40000,26100,54400,40400,75.405991,7.1560631,17.437944,74.08271,9.9515047,15.965788,31.98543,7.7999482,60.214622,59.43185,4.9258327,35.642319,56.922142,8.4054356,34.672421,7.4003348,17.994081,28.44426,21.215157,34.969772,21.015736,12.221404,31.409046,40.335907,19.260654,0,0,13.218443,70.161285,52.003906,68000,37000,25200,40600,42000,27800,47000,24000,18000,75000,18000,27600,44000,17560,24000
2010,west north central div,Missouri,missouri,29,78.704788,4.0201926,13.320635,1.8744502,2.0799363,10.34253,28.630358,29.23023,10.604661,19.244894,61500,31000,28900,76000,33000,75.009575,7.153739,17.836689,62.051296,7.1922622,30.756441,30.236959,9.819829,59.943211,84.426208,2.1842804,13.389516,49.128616,2.3283887,48.542995,4.8597035,18.592636,30.090893,13.879436,48.507153,53.742325,20.719028,20.152962,35.01054,3.8881187,0,54.685097,5.4102359,47.764313,31.878504,71500,42000,27000,42000,26500,15000,65400,41000,23000,99800,32600,21780,52700,24000,26500
2010,mountain division,Montana,montana,30,86.259796,2.3947747,.19431791,.62963593,10.521479,12.258313,9.0779324,0,0,17.518137,60300,54200,47100,85000,30700,74.564163,7.9008937,17.534941,83.094223,5.4917517,11.414029,0,69.694862,30.305141,79.34539,0,20.654613,48.714195,9.4259481,41.859859,6.0242658,18.893723,35.777695,0,0,79.533104,,0,0,0,,0,10.081413,0,30.117298,71000,51000,21400,54200,14900,10000,,47100,100700,85000,,18000,45400,40000,15000
2010,west north central div,Nebraska,nebraska,31,80.089737,11.312719,4.9172931,1.5890585,2.0911915,7.4752135,25.021521,39.889866,5.8146486,17.230804,66608,40000,20980,77300,30000,77.751122,6.9253607,15.323522,66.25444,9.057888,24.687677,53.845043,4.0865617,42.068398,78.983559,1.8684603,19.147982,29.997726,15.572468,54.429806,4.0341468,16.204874,20.989782,16.216131,8.391284,54.754211,38.422894,30.37825,42.691467,5.2043905,0,8.8992977,6.4369559,54.048138,12.646076,77000,43500,27000,47200,40000,22000,30000,50000,14400,89840,62000,43300,71300,3100,20200
2010,mountain division,Nevada,nevada,32,44.245087,36.42421,7.5577011,7.8606977,3.9123073,11.729479,30.383057,35.08358,16.44981,20.890623,73200,40000,34600,66000,45500,72.688469,8.6659832,18.645546,66.306236,10.723083,22.970686,36.597778,8.1598167,55.242409,72.428528,6.1012554,21.470221,60.057796,13.88132,26.060883,5.7710853,17.82785,32.123524,25.33716,32.042412,44.173725,10.569386,40.440578,50.53281,8.6581964,7.4505186,45.291706,12.647024,29.980364,35.046505,85000,58800,38000,47000,42500,28000,76940,23100,23000,74800,79000,43500,73580,40000,31300
2010,new england division,New Hampshire,new hampshire,33,90.581039,3.8275552,1.2136883,2.9704506,1.4072626,9.1042461,9.4328289,38.875095,15.7464,7.4741535,82000,50000,21000,75000,87200,76.918968,7.9554334,15.125598,71.126503,11.196614,17.676886,25.876049,24.492887,49.631065,96.14518,0,3.8548203,81.818192,1.0866677,17.09514,3.8169086,20.424595,30.038181,0,0,53.362507,0,0,78.328148,12.368359,,100,4.0168414,0,24.496124,93000,52800,39000,75800,40450,8900,41500,21000,16000,75000,,47000,98000,22600,22000
2010,middle atlantic division,New Jersey,new jersey,34,54.59346,21.268705,13.085803,9.4219866,1.6300421,8.9217596,28.704401,26.502415,10.284122,20.209677,107000,49000,51000,111000,65000,85.516159,3.2090318,11.274808,58.472271,12.100529,29.427204,41.075226,7.9079218,51.016853,94.990005,1.0472701,3.9627216,55.893654,6.8071852,37.299164,5.9762163,16.391401,29.136848,18.84342,32.799294,46.614487,7.3045225,29.68313,41.466194,8.7646122,44.457813,37.676704,12.180314,0,35.930176,116000,73600,49300,65100,42300,26000,87200,53000,27730,112200,30700,60000,82000,45600,27800
2010,mountain division,New Mexico,new mexico,35,31.597603,54.69323,1.0814056,1.3856508,11.242115,7.0166631,22.09617,19.291262,5.2147341,17.351719,66200,37400,31000,74000,44000,72.440987,8.052578,19.506432,58.534889,12.7137,28.751406,45.52356,4.4836283,49.992813,87.412956,6.5084801,6.0785642,48.069618,10.283843,41.646542,3.1943429,19.262054,16.156506,12.892429,19.073908,42.170464,30.572296,0,10.748873,5.2289109,9.8946028,0,9.3589258,30.026522,23.44742,76400,34000,29000,47730,43000,22400,81600,16600,28000,74000,69800,108000,50300,30000,39500
2010,middle atlantic division,New York,new york,36,54.70797,21.109184,15.256641,7.1670303,1.7591745,9.6967869,30.975882,27.683619,20.964008,28.458204,83000,40000,40000,60000,45000,80.955223,5.5354567,13.509315,47.779045,13.021164,39.199791,38.274853,6.4335527,55.291592,89.532295,2.0036936,8.4640121,65.289589,9.3323898,25.378021,7.1679568,13.824853,23.159439,17.896753,36.135906,45.203476,13.150666,26.794916,37.847267,19.283985,5.9775038,42.283077,27.040928,24.405531,33.594719,94000,53700,40000,56400,37200,22200,74500,45000,25400,65000,50000,30500,53000,40410,28300
2010,south atlantic division,North Carolina,north carolina,37,59.571331,12.774247,22.069641,2.7376411,2.847136,10.671939,27.2591,24.802883,12.026795,19.240952,65000,30000,31000,66000,39600,77.233032,5.349369,17.417599,66.134026,11.956013,21.909962,36.102169,7.1657805,56.732052,88.606247,3.3728638,8.0208902,51.941513,10.658796,37.399689,5.4399223,25.625101,29.279243,20.479008,28.653368,46.9636,9.4947138,18.711319,35.313854,9.6406832,26.551235,32.278343,12.045133,34.298496,24.94331,75000,34900,33600,34000,26100,20500,55500,39000,18400,72000,64000,28000,52200,24500,32000
2010,west north central div,North Dakota,north dakota,38,87.042496,2.2468002,.54145342,.9156065,9.2536411,7.541676,15.16389,0,0,22.31179,70000,34000,36900,65000,29000,82.016891,5.2407084,12.742397,48.76215,13.536636,37.701214,33.877106,28.282267,37.840626,100,0,0,40.612946,14.761,44.626053,6.462779,8.9831381,13.893191,19.332668,0,15.216658,0,0,0,0,,,13.614437,20.034109,30.980402,75600,54000,26800,60510,17100,22700,55100,36900,11000,65000,,,49800,22000,27000
2010,east north central div,Ohio,ohio,39,78.993698,3.7929802,13.544978,2.0271749,1.6411722,11.630052,30.391439,33.520664,7.9183393,16.130226,63000,32000,23000,80800,55000,73.37114,8.537035,18.091825,55.919449,11.587165,32.493382,27.521309,8.195013,64.283684,92.172455,1.531956,6.2955909,52.742683,9.9283075,37.32901,5.3174644,25.035759,30.904877,22.320059,16.483536,49.241447,12.678173,22.539391,43.843719,6.5570316,0,29.775795,5.6734419,2.9673328,34.40567,75000,35700,27000,40600,41950,20000,59000,32000,15800,81500,53000,53750,75030,70200,26000
2010,west south central div,Oklahoma,oklahoma,40,64.618279,12.590459,7.1649208,2.1365263,13.489813,11.777447,26.291746,27.863117,14.913845,17.043779,56800,34000,27800,60000,37200,73.704941,5.6697974,20.625265,64.054008,12.079447,23.866545,39.24556,4.8072495,55.947189,82.365707,7.9806404,9.6536579,57.615425,9.0266085,33.357967,5.2421598,19.207018,33.089111,19.703899,20.003777,47.154972,13.717688,6.118578,39.654179,13.628103,0,38.2131,8.9048195,37.881226,25.462702,66000,33600,24701,36400,41200,20000,65000,41390,17200,66000,45000,29000,55000,25200,23000
