year,region,countyfip,puma,puma_str,pumaID,puma_name,puma_shcollege_white,puma_shcollege_hispanic,puma_shcollege_black,puma_shcollege_asian,puma_shcollege_other,puma_shnoncollege_white,puma_shnoncollege_hispanic,puma_shnoncollege_black,puma_shnoncollege_asian,puma_shnoncollege_other,puma_shmarr_white_noncol,puma_shcoh_white_noncol,puma_shunpmom_white_noncol,puma_shmarr_hispanic_noncol,puma_shcoh_hispanic_noncol,puma_shunpmom_hispanic_noncol,puma_shmarr_black_noncol,puma_shcoh_black_noncol,puma_shunpmom_black_noncol,puma_shmarr_asian_noncol,puma_shcoh_asian_noncol,puma_shunpmom_asian_noncol,puma_shmarr_other_noncol,puma_shcoh_other_noncol,puma_shunpmom_other_noncol,puma_shmarr_white_col,puma_shcoh_white_col,puma_shunpmom_white_col,puma_shmarr_hispanic_col,puma_shcoh_hispanic_col,puma_shunpmom_hispanic_col,puma_shmarr_black_col,puma_shcoh_black_col,puma_shunpmom_black_col,puma_shmarr_asian_col,puma_shcoh_asian_col,puma_shunpmom_asian_col,puma_shmarr_other_col,puma_shcoh_other_col,puma_shunpmom_other_col,puma_shpov_white_noncol,puma_shpov_hispanic_noncol,puma_shpov_black_noncol,puma_shpov_asian_noncol,puma_shpov_other_noncol,puma_shpov_white_col,puma_shpov_hispanic_col,puma_shpov_black_col,puma_shpov_asian_col,puma_shpov_other_col,puma_shpov_white_noncol_marr,puma_shpov_white_noncol_coh,puma_shpov_white_noncol_unpmom,puma_shpov_hisp_noncol_marr,puma_shpov_hisp_noncol_coh,puma_shpov_hisp_noncol_unpmom,puma_shpov_black_noncol_marr,puma_shpov_black_noncol_coh,puma_shpov_black_noncol_unpmom,puma_shpov_asian_noncol_marr,puma_shpov_asian_noncol_coh,puma_shpov_asian_noncol_unpmom,puma_shpov_other_noncol_marr,puma_shpov_other_noncol_coh,puma_shpov_other_noncol_unpmom,puma_shpov_white_col_marr,puma_shpov_white_col_coh,puma_shpov_white_col_unpmom,puma_shpov_hisp_col_marr,puma_shpov_hisp_col_coh,puma_shpov_hisp_col_unpmom,puma_shpov_black_col_marr,puma_shpov_black_col_coh,puma_shpov_black_col_unpmom,puma_shpov_asian_col_marr,puma_shpov_asian_col_coh,puma_shpov_asian_col_unpmom,puma_shpov_other_col_marr,puma_shpov_other_col_coh,puma_shpov_other_col_unpmom
2023,east south central div,0,100,00100,0100100,"Lauderdale, Colbert & Franklin Counties PUMA",45.622208,8.8105726,7.5243669,67.755104,20.785597,54.377792,91.18943,92.475632,32.244896,79.214401,68.382355,12.5,19.117647,100,0,0,37.5,0,62.5,100,0,0,68.75,6.25,25,88.181816,2.7272727,9.090909,100,0,0,100,0,0,100,0,0,100,0,0,16.274214,46.316425,22.554806,0,0,.56647497,0,0,0,0,11.472081,0,35.152714,46.316425,,,0,,39.483395,0,,,0,0,0,.66815144,0,0,0,,,0,,,0,,,0,,
2023,east south central div,83,200,00200,0100200,Limestone County PUMA,51.340248,26.531658,63.34679,91.961411,47.142078,48.659752,73.468338,36.65321,8.0385895,52.857922,65.217392,26.086956,8.695652,83.333328,0,16.666668,9.090909,18.181818,72.727272,100,0,0,40,0,60.000004,79.710144,8.695652,11.594203,100,0,0,28.57143,0,71.428574,90.909096,0,9.090909,100,0,0,4.5121107,12.770411,37.698898,0,60.350155,4.8668504,0,0,7.8671327,0,2.5217791,9.7560968,0,6.6075745,,52.604168,0,0,70.967743,0,,,0,,100,6.2468429,0,0,0,,,0,,0,9.5541401,,0,0,,
2023,east south central div,0,300,00300,0100300,Morgan & Lawrence Counties--Decatur City PUMA,42.563461,0,41.553719,100,33.254715,57.436539,100,58.446281,0,66.745285,68.939392,6.818182,24.242424,50,7.1428576,42.857143,30.000002,30.000002,40,,,,75,0,25,88.15789,3.9473681,7.8947363,,,,50,0,50,0,0,100,50,50,0,9.237792,7.7624307,72.002258,,0,.74305826,,0,0,0,2.3567276,9.7902098,29.106279,0,100,0,100,0,86.979172,,,,0,,0,0,22.157434,0,,,,0,,0,,,0,0,0,
2023,east south central div,0,401,00401,0100401,Madison County (North & East)--Huntsville City (East) PUMA,57.378292,83.791748,56.486214,77.241379,77.617332,42.621708,16.208252,43.513786,22.758621,22.382668,88.4058,7.2463765,4.347826,100,0,0,25,41.666664,33.333336,100,0,0,100,0,0,95.294121,0,4.7058825,100,0,0,90.909096,0,9.090909,100,0,0,88.888893,11.111112,0,2.0949411,65.454544,0,0,51.075268,.99329531,0,2.9837251,0,0,.88594955,0,31.283422,65.454544,,,0,0,0,0,,,51.075268,,,0,,16.853933,0,,,0,,100,0,,,0,0,
2023,east south central div,0,402,00402,0100402,"Huntsville (North & Far West), Madison (East) & Triana Cities PUMA",80.820549,45.707966,42.786812,77.586212,29.778671,19.179451,54.292034,57.213188,22.413788,70.221329,78.260872,0,21.73913,42.857143,0,57.14286,12.820514,7.6923079,79.487183,100,0,0,63.636364,0,36.363636,93.939392,0,6.060606,83.333328,0,16.666668,59.259258,11.111112,29.629629,100,0,0,100,0,0,9.4260874,17.685411,63.63755,0,0,1.0895584,0,6.1366806,3.7209301,0,0,,47.294937,63.081394,,0,37.044533,100,63.196331,0,,,0,,0,0,,22.184874,0,,0,0,0,18.644068,3.7209301,,,0,,
2023,east south central div,0,403,00403,0100403,Huntsville City (Central & South) PUMA,45.923965,61.791462,4.1232638,,72.280701,54.076035,38.208538,95.87674,,27.719299,68.888893,15.555556,15.555556,50,0,50,7.1428576,0,92.85714,,,,100,0,0,93.220345,3.3898306,3.3898306,60.000004,0,40,100,0,0,,,,100,0,0,19.894909,0,50.611137,,0,3.8190742,0,0,,0,10.392103,0,61.139458,0,,0,0,,53.544064,,,,0,,,0,0,100,0,,0,0,,,,,,0,,
2023,east south central div,0,501,00501,0100501,Marshall & Madison (Far Southeast) Counties PUMA,34.852562,15.94064,5.9113302,20.491802,27.981651,65.147438,84.059357,94.088669,79.508194,72.018349,73.36956,7.065217,19.565218,92.68293,0,7.3170729,20,0,80,100,0,0,87.5,0,12.5,93.269226,0,6.7307696,71.428574,28.57143,0,100,0,0,100,0,0,100,0,0,16.986488,53.056187,0,0,0,11.179026,0,0,0,0,2.5857027,50.757576,57.953697,44.314342,,100,0,,0,0,,,0,,0,10.834843,,25.694445,0,0,,0,,,0,,,0,,
2023,east south central div,0,600,00600,0100600,DeKalb & Jackson Counties PUMA,16.865978,3.6418817,0,0,53.733765,83.134018,96.358116,100,100,46.266235,74.418602,7.9069772,17.674419,80.952385,11.904762,7.1428576,0,0,100,100,0,0,100,0,0,91.666672,2.7777779,5.5555558,100,0,0,,,,,,,50,25,25,7.6977901,54.448818,76.213593,59.848488,1.7543859,0,0,,,0,9.1277695,0,5.3895149,57.406609,25.205479,0,,,76.213593,59.848488,,,1.7543859,,,0,0,0,0,,,,,,,,,0,0,0
2023,east south central div,0,700,00700,0100700,Etowah & Cherokee Counties PUMA,25.622114,0,17.420662,0,0,74.377884,100,82.579338,100,100,59.859158,17.605635,22.535212,55.555557,0,44.444447,16.666668,0,83.333328,50,0,50,20,10,70,91.836731,0,8.1632652,,,,0,100,0,,,,,,,15.782303,20.654396,28.127554,100,20.031055,0,,100,,,12.459208,26.109215,19.3874,0,,70.877197,0,,41.22229,100,,100,0,0,25.494072,0,,0,,,,,100,,,,,,,
2023,east south central div,15,800,00800,0100800,Calhoun County PUMA,30.064478,35.145782,6.7253656,,57.35849,69.935524,64.854218,93.274635,,42.64151,69.767441,12.790698,17.44186,50,16.666668,33.333336,12.121212,12.121212,75.757576,,,,100,0,0,91.666672,2.0833335,6.25,100,0,0,25,0,75,,,,100,0,0,14.052685,0,69.511948,,0,0,0,15.041783,,0,7.8891253,0,42.477478,0,0,0,80,68.52713,64.979897,,,,0,,,0,0,0,0,,,0,,20.769232,,,,0,,
2023,east south central div,0,900,00900,0100900,St. Clair & Blount Counties PUMA,24.948229,0,78.401993,100,0,75.051773,100,21.598007,0,100,82.162163,6.4864864,11.351352,80.645164,0,19.354837,100,0,0,,,,85.714287,0,14.285715,94.736847,0,5.2631578,,,,66.666672,0,33.333336,100,0,0,,,,12.296192,7.285017,0,,31.160715,1.7959554,,12.818471,0,,15.631378,0,0,0,,49.871464,0,,,,,,0,,100,0,,23.705179,,,,0,,100,0,,,,,
2023,east south central div,0,1000,01000,0101000,"Cullman, Marion & Winston Counties PUMA",19.665972,0,,,13.959392,80.33403,100,,,86.040611,67.094017,7.2649574,25.641027,100,0,0,,,,,,,42.857143,7.1428576,50,89.285713,1.7857144,8.9285717,,,,,,,,,,80,0,20,17.941788,0,,,73.254669,1.358811,,,,0,7.8603702,30.032572,36.781197,0,,,,,,,,,0,0,100,0,0,17.582418,,,,,,,,,,0,,0
2023,east south central div,0,1100,01100,0101100,West Alabama PUMA,25.436466,0,3.817008,,23.058252,74.563538,100,96.182991,,76.94175,69.53125,10.9375,19.53125,100,0,0,26,6,68,,,,100,0,0,91.428574,5.7142859,2.8571429,,,,80,0,20,,,,0,0,100,10.058026,100,40.997959,,0,0,,0,,0,1.6779006,17.673048,34.592354,100,,,18.076923,40.697674,49.588646,,,,0,,,0,0,0,,,,0,,0,,,,,,0
2023,east south central div,125,1201,01201,0101201,Tuscaloosa County (Outer)--Northport City (North & West) PUMA,38.037346,2.1468925,65.291008,100,28.803545,61.962654,97.853104,34.708992,0,71.196457,80.882355,7.3529415,11.764706,60.000004,10,30.000002,16.666668,0,83.333328,,,,66.666672,0,33.333336,94.230774,0,5.7692308,0,100,0,70,0,30.000002,100,0,0,100,0,0,11.357996,48.383373,54.878052,,0,0,0,4.5921125,100,0,2.5264313,92.674622,39.424702,0,100,100,0,,64.748207,,,,0,,0,0,,0,,0,,6.0931897,,0,100,,,0,,
2023,east south central div,125,1202,01202,0101202,Tuscaloosa & Northport (Southeast) Cities PUMA,47.532822,18.118351,18.333334,48.517521,60.942032,52.467178,81.881653,81.666664,51.482479,39.057968,86.666664,0,13.333334,28.57143,28.57143,42.857143,19.512194,17.073172,63.414635,75,0,25,0,0,100,96.153847,0,3.846154,100,0,0,100,0,0,100,0,0,100,0,0,29.738279,92.610641,37.067528,0,100,0,0,0,33.888889,100,0,,100,0,100,100,0,17.536072,65.452118,0,,0,,,100,0,,0,0,,,0,,,33.888889,,,100,,
2023,east south central div,0,1301,01301,0101301,"Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA",25.718021,2.6548672,59.92487,20.576542,75.624084,74.281982,97.345131,40.07513,79.423462,24.375916,68.06723,10.084034,21.84874,100,0,0,31.818182,9.090909,59.090908,75,0,25,100,0,0,86.666664,6.666667,6.666667,0,0,100,46.153847,0,53.846157,100,0,0,0,100,0,16.324286,0,51.406021,19.524406,0,0,0,0,0,0,16.891251,0,18.557131,0,,,45.810055,0,58.357769,31.967215,,0,0,,,0,0,0,,,0,0,,0,0,,,,0,
2023,east south central div,0,1401,01401,0101401,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA",30.089592,32.7145,45.110954,82.437744,100,69.910408,67.2855,54.889046,17.562256,0,71.929825,12.280702,15.789473,66.666672,0,33.333336,23.529411,8.8235292,67.647057,100,0,0,,,,100,0,0,100,0,0,54.838711,0,45.161289,66.666672,0,33.333336,100,0,0,4.5544162,0,12.608455,100,,0,0,0,44.515102,0,.69204152,0,34.280937,0,,0,7.2943172,0,16.401098,100,,,,,,0,,,0,,,0,,0,0,,100,0,,
2023,east south central div,0,1402,01402,0101402,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA",51.844776,0,35.377476,0,0,48.155224,100,64.622528,100,100,79.411766,0,20.588236,80,0,20,29.629629,12.962963,57.40741,100,0,0,25,0,75,76,0,24,,,,79.166672,0,20.833332,,,,,,,10.654408,6.4291677,12.189983,0,0,0,,0,,,4.9147663,,35.825245,6.9494581,,0,0,0,23.268141,0,,,0,,0,0,,0,,,,0,,0,,,,,,
2023,east south central div,0,1403,01403,0101403,Birmingham City PUMA,39.415131,5.3712478,15.988811,72.891571,100,60.584869,94.628754,84.011192,27.108429,0,20,60.000004,20,27.272728,54.545456,18.181818,12.068965,16.379311,71.55172,100,0,0,,,,100,0,0,100,0,0,56,8,36,100,0,0,100,0,0,10.335781,31.17696,43.438507,0,,0,100,8.8308802,62.809921,0,0,0,100,36.470589,17.787743,58.941608,0,40.168118,56.089012,0,,,,,,0,,,100,,,0,0,29.444445,62.809921,,,0,,
2023,east south central div,0,1404,01404,0101404,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA",91.297546,5.9505167,37.286652,51.655624,74.489799,8.7024536,94.049484,62.713348,48.344376,25.510201,83.333328,4.166667,12.5,57.14286,42.857143,0,40,26.666668,33.333336,100,0,0,50,50,0,95.633186,0,4.3668122,100,0,0,70,0,30.000002,100,0,0,100,0,0,10.10787,20.179821,10.64201,0,0,1.241479,0,0,0,0,12.37769,0,0,27.671232,0,,19.981668,0,7.5520835,0,,,0,0,,0,,28.977779,0,,,0,,0,0,,,0,,
2023,east south central div,0,1501,01501,0101501,"Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA",63.245434,67.331604,54.984261,58.785248,22.261484,36.754566,32.668396,45.015739,41.214752,77.738518,66.666672,7.575758,25.757576,80,0,20,0,33.333336,66.666672,100,0,0,50,50,0,88.666664,3.3333335,8,81.818184,0,18.181818,78.571426,0,21.428572,80,0,20,0,0,100,5.7444315,69.469032,4.7397046,0,0,.85842758,27.136112,0,0,0,4.5709829,0,13.355931,55.078125,,100,,0,9.6671944,0,,,0,0,,0,0,6.8071313,3.0285714,,100,0,,0,0,,0,,,0
2023,east south central div,0,1502,01502,0101502,Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities PUMA,30.900478,21.272182,28.003899,0,18.658279,69.099518,78.727814,71.996101,100,81.341721,76.315788,12.280702,11.403508,100,0,0,35,0,65,100,0,0,87.5,0,12.5,95.3125,0,4.6875,60.000004,0,40,50,0,50,,,,100,0,0,25.424522,17.213116,20.379147,0,0,0,0,0,,0,14.47089,5.286839,88.820465,17.213116,,,0,,28.42304,0,,,0,,0,0,,0,0,,0,0,,0,,,,0,,
2023,east south central div,0,1600,01600,0101600,"Talladega, Randolph, Cleburne & Clay Counties PUMA",17.609766,50,21.138889,29.722923,9.1659031,82.390236,50,78.861115,70.277077,90.834099,64.912285,4.3859649,30.701754,0,100,0,7.6923079,23.076923,69.230774,66.666672,0,33.333336,100,0,0,86.111107,0,13.888889,0,100,0,60.000004,20,20,100,0,0,100,0,0,11.599364,0,26.488199,0,10.191725,0,0,0,100,0,1.8241627,67.138809,26.292137,,0,,0,0,51.296043,0,,0,10.191725,,,0,,0,,0,,0,0,0,100,,,0,,
2023,east south central div,0,1700,01700,0101700,"Autauga, Dallas, Lowndes & Perry Counties PUMA",33.673386,,18.11776,,100,66.326614,,81.88224,,0,73.972603,8.2191782,17.80822,,,,10.638298,4.2553191,85.106384,,,,,,,85.714287,4.0816326,10.204082,,,,90,10,0,,,,100,0,0,19.818457,,36.944477,,,8.1946859,,3.8359084,,0,20.0529,17.583603,20.502092,,,,0,100,45.074093,,,,,,,3.1624501,0,23.570711,,,,4.1594453,0,,,,,0,,
2023,east south central div,0,1801,01801,0101801,Montgomery City (West) PUMA,30.437378,27.401716,3.9850087,100,4.6052632,69.562622,72.598282,96.014992,0,95.394737,74.19355,16.129032,9.6774187,50,0,50,11.290322,3.2258062,85.483871,,,,0,0,100,88,0,12,100,0,0,0,0,100,100,0,0,100,0,0,0,24.0228,23.978333,,0,0,0,100,0,0,0,0,0,0,,100,0,0,29.831516,,,,,,0,0,,0,0,,,,,100,0,,,0,,
2023,east south central div,0,1802,01802,0101802,Montgomery City (East) & Pike Road Town (Northwest) PUMA,65.694534,10.04329,32.557278,29.05983,69.460388,34.305466,89.956711,67.442719,70.94017,30.539612,78.571426,7.1428576,14.285715,100,0,0,22.222223,27.777779,50,100,0,0,0,0,100,89.189186,0,10.810811,100,0,0,67.741936,16.129032,16.129032,100,0,0,100,0,0,0,62.656403,6.080029,0,0,10.98323,0,4.4575114,63.529415,0,0,0,0,62.656403,,,12.11226,6.3020215,2.5572283,0,,,,,0,11.941366,,0,0,,,0,0,30.401035,63.529415,,,0,,
2023,east south central div,0,1901,01901,0101901,Elmore & Montgomery (South & Far East) Counties PUMA,18.023298,85.397408,29.511866,,7.215332,81.9767,14.602592,70.488136,,92.784668,74.666664,5.3333335,20,100,0,0,52.941177,0,47.058823,,,,66.666672,0,33.333336,80,10,10,100,0,0,77.777779,0,22.222223,,,,100,0,0,14.699493,0,17.852604,,13.487242,0,0,0,,0,16.707022,0,14.364388,0,,,0,,23.051682,,,,0,,100,0,0,0,0,,,0,,0,,,,0,,
2023,east south central div,0,2000,02000,0102000,"Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA",42.217159,23.402256,14.98442,100,0,57.782841,76.597748,85.015579,0,100,56.14035,5.2631578,38.596489,80,20,0,3.6363635,3.6363635,92.727272,,,,33.333336,0,66.666672,89.655174,0,10.344828,100,0,0,75,0,25,100,0,0,,,,23.071148,31.165644,19.44223,,80.094788,1.5673175,0,8.40868,0,,9.0078335,0,46.105469,35.57423,0,,100,0,18.514091,,,,0,,100,0,,14.914425,0,,,0,,100,0,,,,,
2023,east south central div,0,2101,02101,0102101,Lee County (West)--Auburn & Opelika Cities PUMA,67.150238,27.829182,7.3086538,58.123325,0,32.849762,72.170822,92.691345,41.876675,100,64.10257,7.6923079,28.20513,100,0,0,10.526316,15.789473,73.684212,100,0,0,100,0,0,87.058823,0,12.941177,100,0,0,33.333336,0,66.666672,100,0,0,,,,24.407583,0,37.896492,30.345711,0,0,0,66.775246,25.092251,,0,0,76.040268,0,,,0,0,50.68705,30.345711,,,0,,,0,,0,0,,,0,,100,25.092251,,,,,
2023,east south central div,0,2201,02201,0102201,Lee (East) & Russell Counties--Phenix City & Smiths Station Cities PUMA,39.6353,35.472637,18.722088,100,8.7529049,60.3647,64.527359,81.277908,0,91.247093,71.666664,6.666667,21.666666,66.666672,33.333336,0,31.818182,18.181818,50,,,,0,37.5,62.5,82.857147,0,17.142859,100,0,0,87.5,0,12.5,100,0,0,100,0,0,22.371046,0,28.698223,,85.483871,0,0,10,100,0,10.187562,0,64.74202,0,0,,0,17.283951,45.901638,,,,,100,55.118107,0,,0,0,,,0,,100,100,,,0,,
2023,east south central div,0,2300,02300,0102300,"Houston, Geneva & Henry Counties--Dothan City PUMA",33.048817,5.7685895,7.3068895,0,10.752688,66.951187,94.231407,92.693108,100,89.247314,63.800907,9.954751,26.244345,67.741936,12.903225,19.354837,24.242424,8.333334,67.42424,100,0,0,55.555557,0,44.444447,85.517242,6.2068963,8.2758617,50,0,50,25,0,75,,,,33.333336,33.333336,33.333336,13.603856,21.974522,47.469528,0,14.921223,1.3543307,0,3.8655465,,0,7.6233678,8.7017546,39.025406,9.5773382,57.295376,76.947037,4.159132,42.326336,61.707783,0,,,11.069182,,25.704226,0,0,15.167548,0,,0,0,,4.9783549,,,,0,0,0
2023,east south central div,0,2400,02400,0102400,Coffee & Dale Counties PUMA,31.776056,19.193052,16.580311,7.9207921,54.502369,68.223946,80.806946,83.419693,92.079208,45.497631,77.862595,7.6335878,14.503818,89.473686,5.2631578,5.2631578,12,0,88,80,0,20,85.714287,0,14.285715,84.848488,1.5151515,13.636364,100,0,0,33.333336,0,66.666672,100,0,0,83.333328,0,16.666668,7.4156551,11.962552,30.917873,0,67.708328,14.415491,0,38.078705,0,17.101448,1.7371701,0,59.910416,8.2818747,100,0,45.945946,,30.388187,0,,0,0,,100,4.243649,0,90.297028,0,,,0,,51.974724,0,,,0,,100
2023,east south central div,0,2500,02500,0102500,"Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA",24.440531,53.419598,8.8215027,0,13.325991,75.559471,46.580402,91.178497,100,86.674011,77.35849,13.836477,8.8050318,100,0,0,10.526316,0,89.473686,100,0,0,58.333332,0,41.666664,86.538467,0,13.461539,100,0,0,73.333336,0,26.666668,,,,100,0,0,15.595262,0,32.879818,0,0,14.770339,0,0,,0,8.5502329,33.056797,52.442158,0,,,100,,26.245848,0,,,0,,0,10.981963,,26.076555,0,,,0,,0,,,,0,,
2023,east south central div,0,2600,02600,0102600,Southwest Alabama PUMA,26.735586,74.31192,10.398804,100,0,73.264412,25.68808,89.601196,0,100,81.012657,1.2658228,17.721519,100,0,0,5.2631578,7.8947363,86.84211,,,,12.5,0,87.5,75.757576,0,24.242424,100,0,0,75,25,0,100,0,0,,,,27.634153,0,68.309776,,0,7.9593563,0,0,0,,12.057429,100,71.170082,0,,,78.688522,0,72.172455,,,,0,,0,10.65357,,0,0,,,0,0,,0,,,,,
2023,east south central div,3,2701,02701,0102701,"Baldwin County (North)--Daphne, Fairhope & Spanish Fort Cities PUMA",42.684956,43.734379,28.252939,0,100,57.315044,56.265621,71.747063,100,0,72.222221,3.7037036,24.074074,100,0,0,37.5,12.5,50,100,0,0,,,,93.75,2.0833335,4.166667,87.5,0,12.5,71.428574,14.285715,14.285715,,,,100,0,0,6.2454677,0,24.40678,100,,1.7526778,0,0,,0,0,100,6.3898554,0,,,0,100,7.0635719,100,,,,,,1.8843236,0,0,0,,0,0,0,0,,,,0,,
2023,east south central div,3,2702,02702,0102702,"Baldwin County (South)--Foley, Gulf Shores & Robertsdale Cities PUMA",26.975187,0,0,0,11.891891,73.024811,100,100,100,88.108109,68,10.666667,21.333334,100,0,0,14.285715,0,85.714287,0,50,50,50,0,50,87.5,7.5000005,5,,,,,,,,,,100,0,0,11.034675,0,86.821709,0,50.511246,8.9729118,,,,100,2.2276473,27.990797,30.835381,0,,,0,,93.841644,,0,0,0,,100,0,65.88398,0,,,,,,,,,,100,,
2023,east south central div,97,2801,02801,0102801,Mobile County (Outer)--Prichard & Saraland Cities PUMA,31.971354,7.9357347,60.344666,0,37.512436,68.028648,92.064262,39.655334,100,62.487564,62.222225,10.37037,27.407408,42.857143,0,57.14286,28.57143,35.714287,35.714287,100,0,0,52.941177,0,47.058823,84.482758,6.8965516,8.6206894,100,0,0,41.666664,58.333332,0,,,,80,0,20,18.761303,49.021683,45.570229,0,0,0,0,0,,0,3.7398963,35.834896,36.132954,0,,62.804878,54.014599,92.12191,0,0,,,0,,0,0,0,0,0,,,0,0,,,,,0,,0
2023,east south central div,97,2802,02802,0102802,Mobile City (West) & Tillmans Corner CDP PUMA,41.082191,100,23.832336,55.242569,44.67881,58.917809,0,76.167664,44.757431,55.32119,56.862747,9.8039217,33.333336,,,,7.8947363,31.578945,60.526318,100,0,0,100,0,0,93.333336,0,6.666667,100,0,0,46.666668,0,53.333336,100,0,0,100,0,0,14.366007,,9.1678762,0,0,0,52.492668,0,0,0,0,0,47.580044,,,,0,13.119143,8.0737782,0,,,0,,,0,,0,52.492668,,,0,,0,0,,,0,,
2023,east south central div,97,2803,02803,0102803,Mobile City (East) PUMA,49.475422,0,15.721834,100,0,50.524578,100,84.278168,0,100,39.39394,9.090909,51.515152,33.333336,0,66.666672,17.105263,1.3157895,81.578949,,,,0,100,0,93.61702,0,6.3829789,,,,14.285715,0,85.714287,100,0,0,,,,19.17872,0,25.262625,,100,2.4303074,,15.576749,24.082569,,0,27.768314,43.527081,0,,0,2.2288756,0,33.582951,,,,,100,,2.4602027,,0,,,,0,,19.076752,24.082569,,,,,
2023,pacific division,20,101,00101,0200101,Anchorage Municipality (North) PUMA,59.246887,39.064648,19.979134,17.504051,17.37562,40.753113,60.935352,80.020866,82.495949,82.624382,81.818184,0,18.181818,100,0,0,100,0,0,0,57.14286,42.857143,66.666672,13.333334,20,100,0,0,100,0,0,100,0,0,100,0,0,60.000004,0,40,10.762624,0,30.508474,0,9.1140623,0,0,0,0,0,0,,100,0,,,30.508474,,,,0,0,4.2084661,0,47.612156,0,,,0,,,0,,,0,,,0,,0
2023,pacific division,20,102,00102,0200102,Anchorage Municipality (South) PUMA,67.542053,20.690935,,28.142857,14.389047,32.457947,79.309067,,71.857147,85.610954,70.833328,16.666668,12.5,63.636364,36.363636,0,,,,70,0,30.000002,50,21.428572,28.57143,85.106384,8.5106382,6.3829789,100,0,0,,,,100,0,0,0,33.333336,66.666672,2.1141312,0,,33.3428,9.4447803,0,0,,0,0,0,15.13083,0,0,0,,,,,42.336819,,0,19.273399,0,0,0,0,0,0,,,,,,0,,,,0,0
2023,pacific division,0,200,00200,0200200,Matanuska-Susitna & Kenai Peninsula Boroughs PUMA,38.089012,10.847154,,66.526489,29.209923,61.910988,89.152847,,33.473511,70.790077,76.388893,9.0277777,14.583333,73.684212,10.526316,15.789473,,,,100,0,0,60.000004,26.666668,13.333334,81.818184,1.1363636,17.045454,100,0,0,,,,100,0,0,69.230774,7.6923079,23.076923,11.572223,20.311714,,0,4.6731291,5.8334837,0,,0,29.879519,7.1976891,46.375992,10.302242,38.403042,0,0,,,,0,,,0,0,26.293707,.83813518,0,41.13372,0,,,,,,0,,,46.225536,0,0
2023,pacific division,0,300,00300,0200300,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA",39.136742,61.142857,,0,26.575226,60.863258,38.857143,,100,73.424774,66.176468,22.058825,11.764706,50,50,0,,,,100,0,0,34.146343,29.268291,36.585365,92.307693,0,7.6923079,100,0,0,,,,,,,100,0,0,17.938021,1.1029412,,0,14.477524,0,0,,,0,19.311823,13.427324,18.866079,0,100,,,,,0,,,1.0098096,31.886477,48.230915,0,,0,0,,,,,,,,,0,,
2023,pacific division,0,400,00400,0200400,Subsistence Alaska PUMA,41.638653,0,,40.309219,1.9887904,58.361347,100,,59.690781,98.011208,77.192978,12.280702,10.526316,27.272728,36.363636,36.363636,,,,80,0,20,40.84507,23.138832,36.016098,89.189186,5.4054055,5.4054055,,,,,,,100,0,0,90.909096,0,9.090909,4.8236141,22.699913,,5.550416,19.602779,0,,,0,0,5.0991502,6.5656567,0,0,100,80,,,,0,,20.338982,19.57782,17.332655,21.223471,0,0,0,,,,,,,0,,,0,,0
2023,mountain division,13,101,00101,0400101,Maricopa County--Mesa City (East) PUMA,43.844452,23.328505,100,91.23159,8.6974792,56.155548,76.671494,0,8.7684097,91.302521,69.047615,12.698414,18.253969,55.319149,19.148937,25.531916,,,,100,0,0,50,35.714287,14.285715,95.575218,0,4.4247789,92.85714,7.1428576,0,100,0,0,83.333328,16.666668,0,0,0,100,5.0919652,4.5647726,,0,5.7524161,1.7771533,0,0,0,0,5.0037341,0,11.515703,1.4377788,0,17.846153,,,,0,,,0,19.654087,0,1.8368218,,0,0,0,,0,,,0,0,,,,0
2023,mountain division,13,102,00102,0400102,Maricopa County--Mesa City (North Central) PUMA,52.728428,23.145245,5.6497173,71.116814,3.4332423,47.271572,76.854752,94.350281,28.883186,96.566757,79.12088,5.4945054,15.384616,44.117649,11.764706,44.117649,0,50,50,66.666672,0,33.333336,62.5,25,12.5,89.320389,1.9417475,8.7378645,64.285713,0,35.714287,100,0,0,100,0,0,100,0,0,15.948749,23.062542,0,0,4.006772,6.8920245,62.020313,0,0,0,20.269325,8.466136,4.2769856,15.153681,70.015457,19.680197,,0,0,0,,0,10.042433,0,0,8.7052641,0,0,33.855801,,77.865967,0,,,0,,,0,,
2023,mountain division,13,103,00103,0400103,Maricopa County--Mesa City (West) PUMA,44.043751,13.802867,63.492065,0,0,55.956249,86.197136,36.507935,100,100,64.864861,10.810811,24.324326,59.375,7.8125,32.8125,0,0,100,100,0,0,9.090909,27.272728,63.636364,59.375,18.75,21.875,86.95652,4.347826,8.695652,25,0,75,,,,,,,14.508247,43.153358,100,27.127659,33.819954,13.154832,0,79.642853,,,0,67.096779,39.149563,31.189445,78.074074,51.32827,,,100,27.127659,,,0,0,54.832344,0,0,56.78392,0,0,0,0,,100,,,,,,
