year,region,countyfip,puma,puma_str,pumaID,puma_name,puma_shcollege,puma_shnoncollege,puma_shpov_col,puma_shpov_noncol,puma_shmarr_noncol,puma_shcoh_noncol,puma_shunpmom_noncol,puma_shmarr_col,puma_shcoh_col,puma_shunpmom_col,puma_shpov_marr_col,puma_shpov_cohab_col,puma_shpov_unpmom_col,puma_shpov_marr_noncol,puma_shpov_cohab_noncol,puma_shpov_unpmom_noncol
2023,south atlantic division,121,1408,01408,1301408,Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn PUMA,56.449562,43.550438,2.6916277,22.641117,56.227867,1.5517601,42.220371,65.828377,.81150568,33.360115,1.1717319,0,5.7562618,5.1676235,0,46.743958
2023,south atlantic division,89,1501,01501,1301501,Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities PUMA,67.218666,32.781334,5.926177,29.138094,64.950958,4.1142263,30.934814,76.49424,8.2924147,15.213342,3.3368378,9.6988258,16.889259,25.48443,0,40.684624
2023,south atlantic division,89,1502,01502,1301502,"Atlanta Regional Commission (Central)--DeKalb County (East)--Tucker, Clarkston Cities PUMA",31.360466,68.639534,11.734809,34.676712,60.369473,4.540998,35.089527,62.310822,6.4829454,31.206236,16.005075,20.731707,1.3391242,35.524403,71.022728,28.514708
2023,south atlantic division,89,1503,01503,1301503,Atlanta Regional Commission (Central)--DeKalb County (Central) PUMA,59.37896,40.62104,3.6886339,27.876366,54.455929,1.6283151,43.915756,65.201447,7.9709182,26.827642,3.7851663,0,4.5499754,12.820053,0,47.579929
2023,south atlantic division,89,1504,01504,1301504,Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities PUMA,79.947998,20.052002,5.5538511,16.271105,32.860287,1.5904086,65.549301,81.343971,1.3194231,17.336607,.69407767,20.930233,27.185839,22.040209,100,11.347517
2023,south atlantic division,89,1505,01505,1301505,Atlanta Regional Commission (Central)--DeKalb County (Southwest) PUMA,19.566614,80.433388,9.3245831,17.421671,20.714428,13.403845,65.881729,63.166531,0,36.833469,14.761906,,0,23.603083,0,19.022617
2023,south atlantic division,89,1506,01506,1301506,Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUMA,41.553326,58.446674,30.603924,38.595943,44.754368,3.2202461,52.025383,39.199913,21.181396,39.61869,33.370815,66.805412,8.5118217,32.948177,0,45.843376
2023,south atlantic division,135,1601,01601,1301601,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA,43.981544,56.018456,8.1039991,28.602127,55.151009,17.756954,27.092037,93.27961,1.5888704,5.1315188,8.329258,0,6.518518,26.396105,34.084034,29.499889
2023,south atlantic division,135,1602,01602,1301602,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA,54.355759,45.644241,8.2897463,17.410976,62.692444,4.9418263,32.36573,85.932106,0,14.067897,4.4444447,,31.778324,7.2640362,0,39.724037
2023,south atlantic division,135,1603,01603,1301603,"Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson PUMA",37.304897,62.695103,2.3055661,24.14399,67.1875,10.092703,22.719795,67.665535,15.196633,17.137831,0,0,13.45308,13.875598,78.666672,30.28957
2023,south atlantic division,135,1604,01604,1301604,Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUMA,37.941956,62.058044,6.5812459,15.163204,66.344215,12.059347,21.596439,74.451569,2.514075,23.034363,2.8161669,0,19.469027,8.4622955,53.494095,14.3446
2023,south atlantic division,135,1605,01605,1301605,Atlanta Regional Commission (Northeast)--Gwinnett County (Central) PUMA,27.402296,72.597702,24.902031,35.692516,62.456299,6.9430747,30.600628,76.891106,6.4837904,16.625103,25.544401,0,31.642857,38.919189,36.152355,29.002491
2023,south atlantic division,135,1606,01606,1301606,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Lilburn City PUMA,25.383966,74.616035,8.1312227,36.35574,69.563141,4.0298767,26.406982,79.691086,3.1529233,17.155987,4.8374181,0,24.925596,35.208191,64.008621,35.158691
2023,south atlantic division,135,1607,01607,1301607,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA,29.852026,70.147972,8.8668585,21.997477,48.15472,10.764135,41.081146,84.110069,2.4645605,13.425368,8.9006386,0,10.282954,18.234669,7.9853482,30.079662
2023,south atlantic division,0,1700,01700,1301700,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA,30.773359,69.226639,2.2125299,15.856452,72.482109,11.160855,16.357035,87.76368,3.1958764,9.0404444,1.1204482,0,13.596492,12.815525,11.402401,32.370689
2023,south atlantic division,59,1800,01800,1301800,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA,44.421803,55.578197,1.352782,25.836781,33.104549,20.787889,46.107559,79.108337,2.1997414,18.691917,1.7100371,0,0,11.161602,37.44912,31.137848
2023,south atlantic division,0,1900,01900,1301900,Northeast Georgia Regional Commission (East) PUMA,45.322083,54.677917,5.1422944,20.312714,53.691368,23.936098,22.372536,88.394981,0,11.60502,3.9432175,,14.275618,20.562168,4.9133768,36.189606
2023,south atlantic division,0,2000,02000,1302000,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA",28.043499,71.956497,15.604319,29.018099,68.846153,9.6561089,21.497736,94.392197,0,5.6078019,14.182041,,39.544514,16.950378,77.507034,45.885078
2023,south atlantic division,0,2100,02100,1302100,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties PUMA,37.207569,62.792431,10.080216,15.783587,56.832798,2.9113657,40.255836,70.296097,10.528489,19.175417,11.302232,10.476191,5.3829594,12.699096,66.386559,16.478556
2023,south atlantic division,151,2201,02201,1302201,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA,47.24128,52.75872,3.7821484,29.757067,78.379845,6.0236611,15.596496,79.051941,.74634391,20.201714,1.2120439,0,13.979032,28.540155,46.17691,29.530979
2023,south atlantic division,151,2202,02202,1302202,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA,44.560268,55.439732,8.142417,31.21174,54.76144,6.4911089,38.747452,65.362999,7.5077071,27.129299,5.5118842,0,16.733513,18.711739,17.739521,51.134796
2023,south atlantic division,63,2301,02301,1302301,Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park PUMA,19.002045,80.997955,7.4611573,38.732677,44.540577,10.758632,44.700794,26.583576,0,73.416428,0,,10.162791,38.237411,57.2971,34.758064
2023,south atlantic division,63,2302,02302,1302302,"Atlanta Regional Commission (South Central)--Clayton County (South, East)--Jonesboro PUMA",36.030834,63.969166,18.759962,28.61396,36.907516,1.6445348,61.447948,44.542328,15.588556,39.869118,3.6165004,40.1507,27.314816,19.270166,0,34.991924
2023,south atlantic division,113,2400,02400,1302400,Atlanta Regional Commission (South Central)--Fayette County PUMA,64.477806,35.522194,0,17.614798,52.919666,14.205829,32.874504,83.820137,0,16.179869,0,,0,11.826864,3.0280092,33.235199
2023,south atlantic division,77,2500,02500,1302500,Three Rivers Regional Commission (North Central)--Coweta County PUMA,48.596474,51.403526,18.177599,10.689655,64.338562,20.545454,15.115987,87.286957,6.5521584,6.1608858,19.146027,0,23.789021,6.4217501,8.2697592,32.144337
2023,south atlantic division,45,2600,02600,1302600,Three Rivers Regional Commission (Northwest)--Carroll County PUMA,38.070824,61.929176,17.779987,13.753057,66.048012,9.7243834,24.227606,88.692039,0,11.307963,18.426416,,12.709832,11.172809,8.1714287,23.027523
2023,south atlantic division,0,2700,02700,1302700,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA",19.603989,80.396011,0,16.041506,48.524059,11.270798,40.205143,79.897285,3.3993642,16.70335,0,0,0,5.8989801,12.910053,29.160488
2023,south atlantic division,0,2800,02800,1302800,Three Rivers Regional Commission (East) PUMA,16.809324,83.190674,16.756952,29.374636,54.188557,11.938121,33.873322,85.193214,6.5547132,8.2520771,9.9830437,0,100,9.9717207,35.880196,58.121498
2023,south atlantic division,0,2900,02900,1302900,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA,25.209621,74.790375,1.8620778,15.916371,63.033504,8.6139727,28.352524,86.798515,0,13.20149,0,,14.105058,11.420135,20.100502,24.641222
2023,south atlantic division,21,3000,03000,1303000,Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA,27.539753,72.460251,13.760101,30.287355,45.843269,10.00687,44.14986,74.40451,5.1680136,20.427477,7.7033014,0,39.302448,10.376444,8.1987076,55.96851
2023,south atlantic division,0,3100,03100,1303100,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA,13.718788,86.281212,0,29.049295,52.277725,5.0836267,42.638645,91.038063,0,8.9619379,0,,0,4.6621761,0,62.412907
2023,south atlantic division,73,3200,03200,1303200,Central Savannah River Area Regional Commission (East Central)--Columbia County PUMA,51.932503,48.067497,4.355845,14.534372,72.279205,6.452558,21.268242,83.005157,6.3520474,10.642799,2.5944321,0,20.693169,6.0812454,36.875568,36.483879
2023,south atlantic division,245,3301,03301,1303301,Central Savannah River Area Regional Commission--Richmond County (Northeast)--Augusta PUMA,31.04743,68.952568,0,30.648705,11.120665,10.881819,77.99752,76.129852,0,23.870146,0,,0,5.498282,0,38.510532
2023,south atlantic division,245,3302,03302,1303302,Central Savannah River Area Regional Commission--Richmond County (Southwest)--Augusta PUMA,33.553905,66.446091,1.4822259,37.989216,33.11132,11.056137,55.832542,32.797386,19.608089,47.594524,4.519341,0,0,1.9157088,6.2535858,65.666893
2023,south atlantic division,0,3400,03400,1303400,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties PUMA",36.022499,63.977501,.24492919,18.871746,53.214962,19.871572,26.913464,73.386917,1.1021814,25.510906,0,0,.960096,11.516035,3.9904575,44.403522
2023,south atlantic division,0,3500,03500,1303500,Heart of Georgia Altamaha Regional Commission (North & West) PUMA,18.064413,81.935585,12.249346,13.925997,51.821239,12.191254,35.987507,84.088928,5.2964253,10.614647,8.2685328,100,0,3.4217358,4.1387463,32.36747
2023,south atlantic division,0,3600,03600,1303600,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA,36.488899,63.511101,1.4020237,24.66279,52.532394,8.1842012,39.283405,82.474701,.43647909,17.088818,0,0,8.2043343,10.227108,69.637886,34.597157
2023,south atlantic division,0,3700,03700,1303700,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,24.958761,75.041237,2.3850574,30.971041,33.938641,10.307751,55.753605,79.655167,0,20.344828,1.1724386,,7.1327686,7.110673,9.7357445,49.421444
2023,south atlantic division,0,3800,03800,1303800,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA,34.708687,65.291313,2.1644442,27.276289,51.538902,11.456256,37.004845,78.000404,0,21.999598,0,,9.838562,11.9436,26.181591,48.969967
2023,south atlantic division,0,3900,03900,1303900,Southwest Georgia Regional Commission (West & Central) PUMA,26.444319,73.555679,.076068766,13.941914,44.828529,10.922715,44.248756,74.775597,0,25.224403,0,,.30156815,11.908248,0,19.443758
2023,south atlantic division,0,4000,04000,1304000,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties PUMA,26.328541,73.671463,6.2509127,27.010805,26.802025,15.908973,57.289005,54.359573,0,45.640427,0,,13.696,13.943524,20.505249,34.930756
2023,south atlantic division,0,4100,04100,1304100,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA",18.513058,81.486938,11.581343,31.646421,40.692684,10.230034,49.077282,75.494881,3.4812286,21.02389,5.0934296,0,36.796535,14.189532,27.286509,47.029705
2023,south atlantic division,0,4200,04200,1304200,Southern Georgia Regional Commission (West) PUMA,25.452545,74.547455,19.061331,19.79945,60.184818,11.251475,28.563705,54.851711,0,45.148285,0,,42.219387,16.301861,4.0192223,33.38496
2023,south atlantic division,185,4300,04300,1304300,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City PUMA,36.081261,63.918739,3.2741737,27.303085,43.60318,11.480885,44.915939,66.452469,5.2325583,28.314976,.81350732,21.247562,5.7276659,11.95035,29.187563,41.725422
2023,south atlantic division,0,4400,04400,1304400,Southern Georgia Regional Commission (East & Central) PUMA,17.90296,82.097038,0,23.607553,56.045525,9.0756054,34.878872,84.074509,.68803489,15.237456,0,0,0,7.8289256,50.524193,41.957821
2023,south atlantic division,0,4500,04500,1304500,Heart of Georgia Altamaha Regional Commission (Southeast) PUMA,14.550752,85.449249,9.9473124,16.949577,49.772118,12.851247,37.376637,76.26976,4.2571125,19.473129,9.1185417,0,15.367966,8.0106716,14.130132,29.822371
2023,south atlantic division,0,4600,04600,1304600,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA",28.707203,71.292801,2.6142542,17.472818,71.527908,5.8742175,22.597872,73.113251,1.3452915,25.541454,2.0749054,0,4.2958536,6.7300463,11.7724,52.958179
2023,south atlantic division,51,4701,04701,1304701,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,32.922241,67.077759,2.4877534,48.227417,33.895908,10.470489,55.633606,89.117279,2.6222265,8.2604933,2.7915499,0,0,23.198887,58.397121,61.56258
2023,south atlantic division,51,4702,04702,1304702,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,42.59082,57.40918,7.2024832,11.266376,39.364826,24.771734,35.863438,78.092888,0,21.907106,2.4119501,,24.279434,1.956434,5.5769229,25.415098
2023,south atlantic division,0,4800,04800,1304800,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties PUMA,29.21664,70.783356,2.5216985,22.739155,62.713017,10.229473,27.057514,85.397606,1.1376965,13.464697,2.9528911,0,0,9.4333801,42.546143,46.090534
2023,pacific division,0,100,00100,1500100,"Maui, Kalawao & Kauai Counties PUMA",32.086926,67.913071,11.850342,12.015285,58.564545,11.709586,29.725868,89.190521,.97053236,9.8389473,10.234979,0,27.662617,7.5744681,16.600454,18.958193
2023,pacific division,1,200,00200,1500200,Hawaii County PUMA,38.019905,61.980095,7.5351791,21.35697,56.956558,18.609615,24.433821,66.084129,11.900439,22.015432,0,0,34.226807,15.399657,5.6857853,47.179489
2023,pacific division,3,301,00301,1500301,Honolulu County--Rural Oahu PUMA,33.888985,66.111015,9.8042498,25.557461,79.296745,4.3996568,16.303602,76.79438,6.8596287,16.345993,12.766884,0,0,29.277525,0,14.360863
2023,pacific division,3,302,00302,1500302,Honolulu County--Koolaupoko PUMA,58.149887,41.850113,.59729117,20.046755,68.731735,1.320865,29.947399,96.954659,0,3.0453436,0,,19.61326,14.625851,38.938053,31.654957
2023,pacific division,3,303,00303,1500303,Honolulu County--East Honolulu to Kapahulu PUMA,72.226944,27.773056,9.2537317,18.651686,58.079674,17.834524,24.085802,90.196388,1.4296937,8.3739195,8.0822153,0,23.452158,18.607105,0,32.569973
2023,pacific division,3,304,00304,1500304,Honolulu County--Tantalus to Waikiki PUMA,63.878025,36.121975,8.8796101,14.275167,61.407829,2.4120109,36.180161,64.384132,2.0737648,33.542103,5.015132,0,16.846474,2.4849701,0,35.238094
2023,pacific division,3,305,00305,1500305,Honolulu County--Nuuanu to Kalihi PUMA,21.335533,78.664467,3.5635359,22.611822,55.428188,16.228367,28.343449,88.232048,4.6132598,7.1546965,4.0388227,0,0,40.794811,0,0
2023,pacific division,3,306,00306,1500306,Honolulu County--Moanalua to Pearl City PUMA,49.251354,50.748646,10.813515,38.467285,54.997017,4.8476248,40.155365,86.21566,2.878473,10.905872,11.301554,37.165775,0,36.914299,0,45.238094
2023,pacific division,3,307,00307,1500307,Honolulu County--Central Oahu PUMA,45.927689,54.072311,1.2451947,3.2367973,74.879333,8.4256105,16.695061,80.436234,.88584322,18.677919,1.548052,0,0,0,0,19.387754
2023,pacific division,3,308,00308,1500308,Honolulu County--Ewa PUMA,38.604538,61.395462,7.8347387,7.1723356,67.018547,6.6075854,26.373867,85.042145,5.1747961,9.7830591,1.0236412,0,71.18644,.49912491,9.8619328,23.455772
2023,mountain division,0,100,00100,1600100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA",39.98674,60.01326,.82886398,10.083816,70.508736,11.591189,17.900072,97.991219,0,2.0087762,.8458553,,0,5.602654,15.302691,24.355717
2023,mountain division,0,200,00200,1600200,"Kootenai County (Northeast)--Coeur d'Alene, Post Falls & Hayden Cities PUMA",39.814049,60.185951,.86985612,11.80949,67.94883,12.030807,20.020361,73.723656,3.3723652,22.903982,1.1798874,0,0,4.2733374,0,44.483749
2023,mountain division,0,300,00300,1600300,Central Idaho--Lewiston City & Nez Perce Reservation PUMA,35.430233,64.569763,3.3839297,14.204936,75.311378,10.942157,13.746466,91.505363,0,8.4946384,0,,39.836067,6.9196424,0,65.425232
2023,mountain division,0,400,00400,1600400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA",40.341488,59.658512,5.5296125,8.0797958,70.683174,8.6963062,20.62052,92.291161,.62263727,7.0862055,5.9914865,0,0,10.842434,0,2.0175011
2023,mountain division,0,500,00500,1600500,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities PUMA,31.60429,68.395706,6.9154277,12.002024,70.599892,7.7989964,21.601114,90.876747,3.2387555,5.8844995,7.6096783,0,0,3.4692779,15.72973,38.544106
2023,mountain division,0,600,00600,1600600,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities PUMA,45.829311,54.170689,2.5635879,4.8639698,73.995163,7.3681087,18.63673,93.478149,.35619324,6.1656551,1.3041378,0,21.806345,2.879431,3.110599,13.436575
2023,mountain division,0,701,00701,1600701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,54.796703,45.203297,1.3278623,7.5025907,79.827293,4.5526767,15.620035,88.915482,3.0717502,8.0127659,0,16.883118,10.099573,1.5144958,0,40.291904
2023,mountain division,0,702,00702,1600702,Ada County (Northeast)--Boise (North & West) & Garden City Cities PUMA,56.633114,43.366886,7.2409248,8.7314253,46.16235,8.5472183,45.290436,91.21685,3.8179424,4.9652057,7.9381442,0,0,8.1138601,7.0402303,9.6800432
2023,mountain division,0,800,00800,1600800,Ada County (South)--Boise (South) & Kuna Cities PUMA,45.472954,54.527046,3.5620947,6.0946078,82.006783,5.5618343,12.431385,80.882782,3.1845901,15.93263,4.4040213,0,0,1.3879318,0,39.870132
2023,mountain division,0,900,00900,1600900,Twin Falls & Cassia Counties--Twin Falls City PUMA,26.536432,73.46357,0,13.936335,56.167507,7.7057452,36.126747,96.225151,1.9613111,1.8135412,0,0,0,12.872571,30.100758,12.142377
2023,mountain division,0,1000,01000,1601000,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA",25.442829,74.557175,4.2450829,10.439905,75.880051,4.0755229,20.044426,91.990944,4.8676949,3.141361,3.8609445,0,22.072073,9.3165331,25.35545,11.659842
2023,mountain division,0,1100,01100,1601100,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties PUMA",36.213623,63.786377,4.9433856,3.9706805,89.126686,2.8261211,8.0471935,90.955536,4.8122067,4.2322559,5.4349475,0,0,3.5711143,25.520111,.82805651
2023,mountain division,19,1200,01200,1601200,Bonneville County--Idaho Falls City PUMA,34.933342,65.066658,4.2601256,20.290232,73.614899,8.3820667,18.003031,76.012589,0,23.987413,5.6045008,,0,11.76886,2.635659,63.354187
2023,mountain division,0,1300,01300,1601300,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation PUMA",42.944458,57.055542,7.0056653,6.9526782,88.793549,3.1877275,8.0187206,92.787071,.15890563,7.054028,5.8153386,0,22.820763,5.8155198,15.008156,16.342411
2023,east north central div,0,100,00100,1700100,"Adams, Fulton, Pike, Mason, Schuyler & Brown Counties PUMA",35.168591,64.831406,.61541784,8.0707502,66.241066,16.487057,17.271875,75.113365,2.4724681,22.414165,.81931865,0,0,6.8081341,8.5257549,12.478806
2023,east north central div,0,701,00701,1700701,Winnebago (Northeast) & Boone Counties PUMA,33.748184,66.251816,4.1674995,16.015882,52.273075,12.778089,34.948837,74.45533,13.511893,12.03278,0,3.4023669,30.813953,8.8917027,21.195219,24.777859
2023,east north central div,0,1901,01901,1701901,Champaign County (Southwest)--Champaign & Urbana Cities PUMA,52.332188,47.667812,5.0905323,14.490329,51.295097,17.890368,30.814537,82.082542,.85350239,17.063951,3.2902553,0,14.005002,7.0067854,9.3153763,29.952217
2023,east north central div,0,1902,01902,1701902,"Champaign (North & East), Vermilion, Iroquois & Ford Counties PUMA",26.526897,73.473099,2.1473951,15.753738,49.472427,13.299385,37.228184,85.756035,4.2312579,10.012707,0,50.750751,0,3.7462909,7.2783718,34.73814
2023,east north central div,0,2900,02900,1702900,"Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties PUMA",36.945751,63.054249,0,9.9021111,69.07505,6.8988481,24.026104,87.464485,.61370611,11.921809,0,0,0,.97368163,5.5019302,36.834812
2023,east north central div,31,3101,03101,1703101,Cook County (Northwest)--Palatine & Barrington Townships PUMA,62.708275,37.291725,1.9170599,8.7857027,64.640053,11.925839,23.434107,95.47554,1.9021604,2.6222994,1.5917603,0,15.151516,2.4289405,0,30.791161
2023,east north central div,31,3102,03102,1703102,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships PUMA,32.388737,67.611267,5.8254585,22.138786,64.04644,11.285083,24.668478,73.941078,.60033351,25.45859,5.1571193,0,7.9039297,18.193913,7.6923079,38.989635
2023,east north central div,31,3103,03103,1703103,Cook County (Northwest)--Schaumburg Township (South & East) PUMA,64.877747,35.122253,7.3267326,23.103245,89.899704,1.8289086,8.2713861,82.274033,2.2804215,15.445544,5.326087,0,19.065342,19.582623,0,66.476463
2023,east north central div,31,3104,03104,1703104,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships PUMA,62.684483,37.315517,2.465868,11.502458,67.388252,0,32.611748,78.016159,1.2120368,20.771803,0,100,6.0362172,5.1571455,,24.614281
2023,east north central div,31,3105,03105,1703105,Cook County (North)--Wheeling Township (North & East) PUMA,55.555557,44.444443,1.9311323,10.552006,66.391548,6.6205182,26.98793,91.167908,3.0386937,5.7933969,2.1182151,0,0,1.8446733,0,34.561001
2023,east north central div,31,3106,03106,1703106,Cook County (Northeast)--Northfield & New Trier Townships PUMA,89.301796,10.698204,2.674742,7.6923079,88.388969,0,11.611031,92.355392,.65781844,6.9867859,0,0,38.282871,6.7597151,,14.791666
2023,east north central div,31,3107,03107,1703107,Cook County (Northeast)--Evanston & Niles (East) Townships PUMA,64.494797,35.505203,4.1621208,27.556479,76.278236,.86206895,22.859692,83.100586,4.4130483,12.486362,3.899173,0,7.3831363,26.188622,0,33.159946
2023,east north central div,31,3108,03108,1703108,Cook County (North)--Maine & Niles (West) Townships PUMA,66.672829,33.327171,8.3379555,27.249189,67.138237,9.8012018,23.060564,90.548157,1.4281752,8.0236645,8.7387066,0,5.2995391,15.493734,92.547173,33.720932
2023,east north central div,31,3109,03109,1703109,Cook County (West)--Leyden & Norwood Park Townships PUMA,45.36895,54.63105,3.2222829,3.9277937,80.696663,2.158926,17.144411,76.089569,6.5974874,17.312944,3.2299743,0,4.4164038,4.8673563,0,0
2023,east north central div,31,3110,03110,1703110,Cook County (West)--Proviso Township (North & West) PUMA,22.962233,77.037766,14.681308,20.108154,62.978512,11.47716,25.544331,77.130577,6.158988,16.710432,12.039616,0,32.285713,22.121794,0,24.178272
2023,east north central div,31,3111,03111,1703111,"Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships PUMA",78.279655,21.720345,3.9112999,13.059004,51.18177,17.224962,31.593266,90.6912,2.0948339,7.2139659,2.6167934,73.423424,0,5.282392,0,32.77718
2023,east north central div,31,3112,03112,1703112,Cook County (Central)--Cicero & Berwyn Townships PUMA,11.912733,88.087265,9.7612572,18.926762,63.388912,22.392513,14.218572,58.748863,5.3792686,35.871864,0,0,27.211458,19.980658,27.961308,0
2023,east north central div,31,3113,03113,1703113,Cook County (West)--Lyons & Stickney Townships PUMA,52.492489,47.507511,1.676211,23.932243,65.469284,13.294226,21.236488,87.27034,2.6366024,10.093057,.73820919,39.140274,0,11.557434,77.540901,28.522655
2023,east north central div,31,3114,03114,1703114,Cook County (South Central)--Worth & Calumet Townships PUMA,26.75774,73.242264,0,8.5792418,65.597321,17.301334,17.101343,85.968048,7.7644958,6.2674561,0,0,0,10.284967,0,10.71599
2023,east north central div,31,3115,03115,1703115,"Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships PUMA",46.073257,53.926743,.99913871,8.4700861,67.856354,0,32.143646,95.667526,2.8940568,1.4384152,1.0443864,0,0,6.6695585,,12.271062
2023,east north central div,31,3116,03116,1703116,Cook County (South Central)--Bremen & Orland (East) Townships PUMA,33.62114,66.37886,7.350801,36.737057,47.495918,13.160251,39.34383,84.196297,9.9708881,5.8328133,2.0498888,56.41293,0,39.316998,7.5230093,43.394459
2023,east north central div,31,3117,03117,1703117,Cook County (Southeast)--Thornton Township PUMA,25.334274,74.665726,4.1130791,32.658188,33.444485,7.0067101,59.548801,48.180054,3.5428293,48.277115,0,0,8.5197287,23.91679,74.324326,32.665054
2023,east north central div,31,3118,03118,1703118,Cook County (South)--Bloom & Rich Townships PUMA,32.622364,67.37764,2.5576367,33.727219,40.647076,11.73367,47.619255,66.066284,0,33.933716,2.6308615,,2.4150741,26.796824,11.89149,45.02335
2023,east north central div,31,3151,03151,1703151,"Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & O'Hare PUMA",55.798676,44.201324,10.521547,37.232479,63.878452,4.6479335,31.473616,82.24408,3.5007119,14.255209,4.3430371,0,48.751701,28.65729,33.567665,55.177784
2023,east north central div,31,3152,03152,1703152,"Chicago City (North)--West Ridge, Lincoln Square & North Center PUMA",63.961159,36.038841,12.075658,45.827885,68.968521,14.901037,16.130438,87.393761,3.4979119,9.1083269,9.7194891,0,39.320389,41.997471,43.943825,63.945942
2023,east north central div,31,3153,03153,1703153,"Chicago City (North)--Uptown, Edgewater & Rogers Park PUMA",44.207619,55.792381,6.8667812,32.003792,84.319092,3.4940012,12.186908,69.650688,22.087927,8.2613897,2.6315789,0,60.932476,37.955566,0,0
2023,east north central div,31,3154,03154,1703154,Chicago City (North)--Lake View & Lincoln Park PUMA,82.40731,17.59269,2.0226786,4.4501867,56.072353,2.698823,41.228825,92.87159,2.8194911,4.308918,1.748944,0,9.246089,7.9365082,0,0
2023,east north central div,31,3155,03155,1703155,"Chicago City (Northwest)--Logan Square, Irving Park & Avondale PUMA",64.75634,35.24366,0,56.10817,55.590828,1.1522634,43.256908,85.665833,9.0740385,5.2601266,0,0,0,48.350254,0,67.572716
2023,east north central div,31,3156,03156,1703156,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park PUMA",44.056286,55.943714,.65909553,13.718757,57.41436,9.8778248,32.707817,87.791519,4.0559726,8.152504,.75075078,0,0,21.210012,0,4.7119141
2023,east north central div,31,3157,03157,1703157,"Chicago City (West)--Belmont Cragin, Humboldt Park, Hermosa & Montclare PUMA",20.570921,79.429077,0,27.019775,51.522221,14.835639,33.642143,59.726162,3.2071049,37.066734,0,0,0,19.010418,36.735573,35.001423
2023,east north central div,31,3158,03158,1703158,"Chicago City (West)--Austin, North Lawndale & East/West Garfield Park PUMA",23.250252,76.749748,9.5720882,42.728092,22.642275,9.2637758,68.093948,39.078575,27.225286,33.69614,0,0,28.40708,20.386993,0,55.969749
2023,east north central div,31,3159,03159,1703159,Chicago City (West)--West Town & Near West Side PUMA,73.184982,26.815018,4.8782835,52.363441,7.9569325,1.3130252,90.730042,86.211868,3.7621477,10.025979,5.6584821,0,0,0,0,57.713463
